plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.09588,0.52129,8.9738,1.1894,3238.0,92.0,2062.955054756014
0.09626,0.1853,11.84379,1.21043,3519.0,91.0,3143.2647231084834
0.09635,0.46651,7.81678,1.21256,2861.0,89.0,2039.4397063986407
0.09687,0.83907,10.25619,1.12122,4560.0,103.0,1469.932007198637
0.09734,0.72941,6.05225,1.10255,5562.0,108.0,1523.749157609635
0.09756,0.11259,9.32385,1.16476,4397.0,96.0,2892.2913816371333
0.09777,0.73504,6.40631,1.12068,4654.0,103.0,1520.995258496221
0.09819,0.41548,11.95802,1.1321,5245.0,102.0,2593.020335021498
0.09854,0.60958,10.79566,1.08853,7311.0,113.0,2045.2075771278887
0.09906,0.47759,10.74573,1.18611,3435.0,93.0,2286.1870061683308
0.0992,0.90981,9.13455,1.21371,2378.0,88.0,1227.399417249479
0.09962,0.83795,5.5299,1.17961,2893.0,93.0,1293.271051424756
0.09987,0.83695,9.57407,1.20929,2529.0,89.0,1402.411363479448
0.1005,0.72767,7.37167,1.21501,2531.0,88.0,1525.990130531262
0.10078,0.5251,7.16243,1.10869,5669.0,107.0,1889.635462904386
0.10096,0.72419,7.12981,1.11561,4909.0,104.0,1562.227695448413
0.10123,0.22106,11.07552,1.06466,,125.0,2924.465088347013
0.10156,0.67368,4.65749,1.16066,3398.0,96.0,1475.307948018912
0.10207,0.48485,10.04449,1.12215,5294.0,103.0,2199.539978462364
0.10246,0.57337,10.37909,1.13324,4652.0,101.0,2032.9907877924643
0.10278,0.21255,8.48005,1.07931,9315.0,117.0,2543.4348837465227
0.10308,0.4411,8.36661,1.19719,3108.0,91.0,2077.1632753540075
0.10349,0.37907,6.3012,1.156,3911.0,97.0,1971.062893876141
0.10401,0.1144,6.38705,1.12365,5449.0,103.0,2340.9300184674576
0.10413,0.40827,8.6419,1.10612,6188.0,107.0,2194.0795215857493
0.10469,0.36887,4.86888,1.2205,2622.0,88.0,1790.354799030917
0.10484,0.60193,6.35234,1.18748,2998.0,92.0,1648.764313138648
0.10527,0.88395,8.99599,1.09615,5627.0,109.0,1320.946649713626
0.10554,0.56464,5.35216,1.1246,4632.0,102.0,1650.316891881772
0.10599,0.88464,5.8364,1.2107,2395.0,89.0,1201.638581977853
0.10613,0.79722,9.94719,1.06898,8580.0,120.0,1545.26969730591
0.1065,0.35683,8.21328,1.23783,2595.0,86.0,2151.502240344813
0.10687,0.55805,10.18606,1.06106,,125.0,2052.62073691439
0.10721,0.78727,6.59272,1.11704,4660.0,104.0,1412.350070710141
0.10775,0.31148,6.62577,1.05144,,133.0,2121.183304051932
0.10796,0.23427,6.95557,1.09473,7128.0,111.0,2234.1576728947102
0.10838,0.23909,6.06674,1.05022,,135.0,2140.235784022127
0.10886,0.67899,5.53694,1.12883,4305.0,101.0,1504.322783772926
0.10924,0.6943,10.06249,1.13975,4112.0,99.0,1708.01004947002
0.10946,0.72021,7.60205,1.10584,5367.0,107.0,1557.622192079975
0.1098,0.31771,6.33963,1.05902,,127.0,2056.8636844053885
0.11005,0.35173,5.05764,1.1228,4916.0,103.0,1836.270182825488
0.11063,0.98689,8.83519,1.18487,2632.0,92.0,1043.513346240262
0.11091,0.48841,7.03458,1.17763,3288.0,93.0,1826.104704553227
0.11107,0.33687,4.67789,1.10921,5563.0,106.0,1811.169377417498
0.11151,0.84978,5.40733,1.18376,2781.0,92.0,1243.022491313291
0.11192,0.78216,4.25756,1.08005,6929.0,115.0,1343.825236698215
