Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,0.005051771717973737,0.9127726457553332,0.08645057117184317,0.09352930981445863
tep_fep.to_SDS_Fraction[1],0.05346925737139689,0.8851225444870796,0.12651558411380048,0.09432969688080736
i_iss.T,0.08094341309501751,1.5019024931034888,0.1598831229256655,1.9052539888364033
blanket.TBR,-0.006461230678891562,0.9764858998617668,0.09540205070977487,0.10502003514571454
