Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.03252284362375828,0.13791200150347574,0.06554264463621114,0.03607096321977049
tep_fep.to_SDS_Fraction[1],0.004736907509468881,0.22206393502297342,0.07369147039923264,0.05377875340512086
i_iss.T,0.05296694821592433,0.24623411149950225,0.06563948285610346,0.05312381831427213
blanket.TBR,0.04589371047427594,0.2406237835675553,0.06961668626364566,0.05095265066598136
