Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.05041568927413455,0.8306763267796435,0.09805922709630724,0.10302486265426643
tep_fep.to_SDS_Fraction[1],0.12551182290407326,0.6729577192674033,0.09483856542981411,0.09341330272261264
i_iss.T,0.15212500067486048,0.9076842691695759,0.1236946463811067,0.10537198318077783
blanket.TBR,-0.006005377113761231,0.7708857760811392,0.10081717777634784,0.103373362795264
