Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,0.005051771717973737,0.9127726457553332,0.06842531670164902,0.08320636157763749
tep_fep.to_SDS_Fraction[1],0.05346925737139689,0.8851225444870796,0.10629036659797712,0.09197439099164345
i_iss.T,0.08094341309501751,1.5019024931034888,0.1476698830670179,1.7164605743105783
blanket.TBR,-0.006461230678891562,0.9764858998617668,0.08140211648768572,0.07694471778660192
