Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.05041568927413455,0.8306763267796435,0.1133327230150578,0.11136639787280753
tep_fep.to_SDS_Fraction[1],0.12551182290407326,0.6729577192674033,0.09932825840912608,0.0947786643914202
i_iss.T,0.15212500067486048,0.9076842691695759,0.12788777997928785,0.0995044420868493
blanket.TBR,-0.006005377113761231,0.7708857760811392,0.11086956062716816,0.09112171396916964
