Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.01916360739637592,0.8272558571296127,0.17544445579178583,0.15522005076160905
tep_fep.to_SDS_Fraction[1],-0.06820283507150025,0.6905025201448552,0.16366708758156487,0.180168109273904
i_iss.T,0.04868445918670709,0.8519196643191027,0.22040448893290066,0.1841824020308311
blanket.TBR,-0.20276287264234952,3.380025297700316,0.2153575878791004,5.162076260638708
