Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.043936839944408314,0.7051491614480848,0.15496946476418924,0.13048751008345438
tep_fep.to_SDS_Fraction[1],0.046196433503357316,0.6344712042202246,0.16040015045240455,0.11257737294764393
i_iss.T,0.10234661104182095,0.8844215336092548,0.17187560301575194,0.11929545171027013
blanket.TBR,-0.10886532595595151,0.8379053838042836,0.14860424588660107,0.12135618369034733
