time,sds.I[1]&plasma1.fb=0.04,sds.I[1]&plasma1.fb=0.06,sds.I[1]&plasma1.fb=0.08,sds.I[1]&plasma1.fb=0.1,sds.I[1]&plasma1.fb=0.12,sds.I[1]&plasma1.fb=0.14,sds.I[1]&plasma1.fb=0.16
2124.0,1815.306590839197,2398.700579644946,2692.508349897893,2870.409640631897,2990.306833598435,3077.01846850685,3142.955542440143
2125.0,1815.980576256523,2399.444099149789,2693.286636388673,2871.208787361375,2991.119887221867,3077.841455695451,3143.785979865892
2126.0,1816.654593072578,2400.18764409449,2694.064945340024,2872.007954763903,2991.932960326686,3078.664461514262,3144.616435283472
2127.0,1817.328641287363,2400.931214479049,2694.843276751945,2872.807142839483,2992.746052912894,3079.487485963283,3145.446908692883
2128.0,1818.002720900879,2401.674810303465,2695.621630624436,2873.606351588113,2993.559164980491,3080.310529042515,3146.277400094126
2129.0,1818.676831913124,2402.418431567739,2696.400006957499,2874.405581009795,2994.372296529476,3081.133590751956,3147.1079094872
2130.0,1819.350974324099,2403.162078271871,2697.17840575113,2875.204831104528,2995.185447559849,3081.956671091607,3147.938436872105
2131.0,1820.025148133803,2403.90575041586,2697.956827005333,2876.004101872311,2995.998618071612,3082.779770061468,3148.768982248841
2132.0,1820.699345619472,2404.649441456557,2698.735264766621,2876.803387713402,2996.811802700832,3083.602882466037,3149.599540548222
2133.0,1821.373573438067,2405.393157034106,2699.51372416685,2877.602693454734,2997.625006071176,3084.426012783796,3150.430116139847
2134.0,1822.047832162013,2406.136897633495,2700.292205647304,2878.402019511371,2998.438228580228,3085.249161399843,3151.260709399452
2135.0,1822.722121791311,2406.880663254723,2701.070709207983,2879.201365883312,2999.251470227986,3086.072328314178,3152.091320327036
2136.0,1823.39644232596,2407.624453897793,2701.849234848886,2880.000732570557,3000.064731014451,3086.895513526803,3152.921948922601
2137.0,1824.07079376596,2408.368269562702,2702.627782570013,2880.800119573107,3000.878010939623,3087.718717037716,3153.752595186145
2138.0,1824.745176111311,2409.112110249452,2703.406352371365,2881.599526890961,3001.691310003503,3088.541938846918,3154.583259117669
2139.0,1825.419589362013,2409.855975958042,2704.184944252941,2882.398954524119,3002.504628206089,3089.365178954409,3155.413940717173
2140.0,1826.094033518066,2410.599866688472,2704.963558214742,2883.198402472582,3003.317965547383,3090.188437360188,3156.244639984657
2141.0,1826.768508579471,2411.343782440742,2705.742194256767,2883.997870736348,3004.131322027384,3091.011714064256,3157.075356920122
2142.0,1827.443014546226,2412.087723214853,2706.520852379016,2884.797359315419,3004.944697646092,3091.835009066614,3157.906091523565
2143.0,1828.117551418333,2412.831689010804,2707.29953258149,2885.596868209795,3005.758092403506,3092.65832236726,3158.736843794989
2144.0,1828.792119195791,2413.575679828596,2708.078234864188,2886.396397419475,3006.571506299629,3093.481653966194,3159.567613734393
2145.0,1829.4667178786,2414.319695668227,2708.856959227111,2887.195946944459,3007.384939334458,3094.305003863417,3160.398401341776
2146.0,1830.14134746676,2415.063736529699,2709.635705670258,2887.995516784747,3008.198391507994,3095.128372058929,3161.22920661714
2147.0,1830.816007960271,2415.807802413011,2710.414474193629,2888.79510694034,3009.011862820238,3095.95175855273,3162.060029560483
2148.0,1831.490699359133,2416.551893318163,2711.193264797224,2889.594717411237,3009.825353271188,3096.775163344819,3162.890870171807
2149.0,1832.165421663347,2417.296009245156,2711.972077481045,2890.394348197438,3010.638862860846,3097.598586435197,3163.72172845111
2150.0,1832.840174872911,2418.040150193989,2712.750912245089,2891.193999298944,3011.45239158921,3098.422027823864,3164.552604398393
2151.0,1833.514958987827,2418.784316164662,2713.529769089358,2891.993670715754,3012.265939456282,3099.24548751082,3165.383498013656
2152.0,1834.189774008094,2419.528507157176,2714.308648013851,2892.793362447868,3013.079506462061,3100.068965496064,3166.214409296899
2153.0,1834.864619933712,2420.27272317153,2715.087549018569,2893.593074495287,3013.893092606547,3100.892461779597,3167.045338248122
2154.0,1835.539496764681,2421.016964207724,2715.866472103511,2894.392806858009,3014.70669788974,3101.71597636142,3167.876284867325
2155.0,1836.214404501001,2421.761230265758,2716.645417268678,2895.192559536037,3015.52032231164,3102.53950924153,3168.707249154508
2156.0,1836.889343142672,2422.505521345633,2717.424384514069,2895.992332529368,3016.333965872247,3103.363060419929,3169.538231109671
2157.0,1837.564312689695,2423.249837447348,2718.203373839684,2896.792125838004,3017.147628571561,3104.186629896617,3170.369230732813
2158.0,1838.239313142068,2423.994178570902,2718.982385245523,2897.591939461944,3017.961310409583,3105.010217671594,3171.200248023936
2159.0,1838.914344499793,2424.738544716298,2719.761418731588,2898.391773401188,3018.775011386312,3105.83382374486,3172.031282983039
2160.0,1839.589406762869,2425.482935883534,2720.540474297876,2899.191627655737,3019.588731501747,3106.657448116414,3172.862335610121
2161.0,1840.264499931296,2426.227352072609,2721.319551944389,2899.99150222559,3020.40247075589,3107.481090786257,3173.693405905183
2162.0,1840.939624005074,2426.971793283526,2722.098651671126,2900.791397110747,3021.216229148739,3108.304751754389,3174.524493868226
2163.0,1841.614778984203,2427.716259516282,2722.877773478088,2901.591312311209,3022.030006680297,3109.128431020809,3175.355599499248
2164.0,1842.289964075041,2428.460750098724,2723.656916753848,2902.391247251981,3022.843802799853,3109.952128052158,3176.186722277898
2165.0,1842.965175673163,2429.205261978171,2724.436078721537,2903.191199321654,3023.657615006301,3110.775840426108,3177.017859840935
2166.0,1843.640417712882,2429.949798486695,2725.215262412173,2903.991171370642,3024.471446029658,3111.599570786684,3177.84901476789
2167.0,1844.315690180531,2430.694359612718,2725.994467815224,2904.791163389043,3025.285295860439,3112.423319124702,3178.680187049805
2168.0,1844.99099306244,2431.438945344666,2726.773694920162,2905.591175366952,3026.099164489161,3113.247085430975,3179.511376677716
2169.0,1845.666326344943,2432.18355567096,2727.552943716455,2906.391207294469,3026.913051906339,3114.070869696318,3180.342583642662
2170.0,1846.34169001437,2432.928190580027,2728.332214193575,2907.191259161688,3027.726958102488,3114.894671911546,3181.173807935681
2171.0,1847.017084057053,2433.672850060289,2729.111506340989,2907.99133095871,3028.540883068123,3115.718492067472,3182.005049547812
2172.0,1847.692508459324,2434.417534100171,2729.890820148169,2908.791422675629,3029.354826793761,3116.54233015491,3182.836308470094
2173.0,1848.367963207515,2435.162242688097,2730.670155604585,2909.591534302544,3030.168789269917,3117.366186164676,3183.667584693563
2174.0,1849.043448287956,2435.90697581249,2731.449512699705,2910.391665829553,3030.982770487106,3118.190060087582,3184.49887820926
2175.0,1849.71896368698,2436.651733461775,2732.228891423,2911.191817246752,3031.796770435845,3119.013951914445,3185.330189008221
2176.0,1850.394509390919,2437.396515624374,2733.008291763941,2911.991988544238,3032.610789106648,3119.837861636077,3186.161517081486
2177.0,1851.070085386104,2438.141322288714,2733.787713711995,2912.792179712109,3033.424826490031,3120.661789243294,3186.992862420092
2178.0,1851.745691658867,2438.886153443216,2734.567157256634,2913.592390740462,3034.23888257651,3121.485734726909,3187.824225015079
2179.0,1852.421328195539,2439.631009076305,2735.346622387328,2914.392621619395,3035.0529573566,3122.309698077738,3188.655604857485
2180.0,1853.096994982452,2440.375889176407,2736.126109093545,2915.192872339005,3035.867050820817,3123.133679286594,3189.487001938347
2181.0,1853.772692005938,2441.120793731943,2736.905617364757,2915.993142889388,3036.681162959677,3123.95767834429,3190.318416248705
2182.0,1854.448419252329,2441.865722731338,2737.685147190432,2916.793433260643,3037.495293763694,3124.781695241643,3191.149847779596
2183.0,1855.124176707955,2442.610676163016,2738.464698560041,2917.593743442867,3038.309443223385,3125.605729969465,3191.98129652206
2184.0,1855.79996435915,2443.3556540154,2739.244271463054,2918.394073426156,3039.123611329265,3126.429782518572,3192.812762467133
2185.0,1856.475782192244,2444.100656276917,2740.02386588894,2919.194423200609,3039.93779807185,3127.253852879778,3193.644245605855
2186.0,1857.151630193569,2444.845682935987,2740.803481827169,2919.994792756321,3040.752003441654,3128.077941043897,3194.475745929265
2187.0,1857.827508349456,2445.590733981037,2741.58311926721,2920.795182083392,3041.566227429194,3128.902047001743,3195.307263428399
2188.0,1858.503416646239,2446.335809400489,2742.362778198535,2921.595591171917,3042.380470024986,3129.72617074413,3196.138798094297
2189.0,1859.179355070247,2447.080909182768,2743.142458610613,2922.396020011996,3043.194731219544,3130.550312261873,3196.970349917997
2190.0,1859.855323607813,2447.826033316298,2743.922160492913,2923.196468593722,3044.009011003386,3131.374471545787,3197.801918890538
2191.0,1860.531322245268,2448.571181789502,2744.701883834905,2923.996936907197,3044.823309367024,3132.198648586685,3198.633505002957
2192.0,1861.207350968945,2449.316354590805,2745.481628626061,2924.797424942516,3045.637626300977,3133.022843375382,3199.465108246295
2193.0,1861.883409765175,2450.06155170863,2746.261394855847,2925.597932689776,3046.451961795758,3133.847055902692,3200.296728611586
2194.0,1862.559498620289,2450.806773131402,2747.041182513736,2926.398460139075,3047.266315841884,3134.67128615943,3201.128366089873
2195.0,1863.235617520618,2451.552018847543,2747.820991589197,2927.199007280509,3048.08068842987,3135.495534136408,3201.960020672191
2196.0,1863.911766452496,2452.29728884548,2748.600822071699,2927.999574104177,3048.895079550231,3136.319799824444,3202.79169234958
2197.0,1864.587945402254,2453.042583113634,2749.380673950712,2928.800160600176,3049.709489193484,3137.144083214349,3203.623381113078
2198.0,1865.264154356222,2453.787901640431,2750.160547215707,2929.600766758602,3050.523917350144,3137.968384296939,3204.455086953722
2199.0,1865.940393300733,2454.533244414294,2750.940441856153,2930.401392569553,3051.338364010726,3138.792703063028,3205.286809862554
2200.0,1866.616662222119,2455.278611423647,2751.72035786152,2931.202038023128,3052.152829165746,3139.617039503431,3206.118549830608
2201.0,1867.292961106711,2456.024002656914,2752.500295221278,2932.002703109421,3052.96731280572,3140.44139360896,3206.950306848925
2202.0,1867.96928994084,2456.769418102519,2753.280253924896,2932.803387818532,3053.781814921163,3141.265765370431,3207.782080908542
2203.0,1868.645648710839,2457.514857748886,2754.060233961845,2933.604092140557,3054.59633550259,3142.090154778659,3208.613872000499
2204.0,1869.322037403039,2458.260321584438,2754.840235321594,2934.404816065593,3055.410874540518,3142.914561824457,3209.445680115833
2205.0,1869.998456003772,2459.005809597601,2755.620257993613,2935.205559583739,3056.225432025461,3143.73898649864,3210.277505245583
2206.0,1870.674904499369,2459.751321776797,2756.400301967373,2936.00632268509,3057.040007947935,3144.563428792022,3211.109347380787
2207.0,1871.351382876163,2460.496858110451,2757.180367232342,2936.807105359745,3057.854602298456,3145.387888695417,3211.941206512483
2208.0,1872.027891120484,2461.242418586987,2757.960453777991,2937.6079075978,3058.669215067539,3146.21236619964,3212.77308263171
2209.0,1872.704429218664,2461.988003194828,2758.74056159379,2938.408729389354,3059.483846245701,3147.036861295505,3213.604975729506
2210.0,1873.380997157036,2462.733611922399,2759.520690669208,2939.209570724503,3060.298495823456,3147.861373973826,3214.43688579691
2211.0,1874.057594921931,2463.479244758123,2760.300840993715,2940.010431593344,3061.11316379132,3148.685904225417,3215.26881282496
2212.0,1874.73422249968,2464.224901690424,2761.081012556782,2940.811311985975,3061.927850139808,3149.510452041094,3216.100756804693
2213.0,1875.410879876615,2464.970582707727,2761.861205347876,2941.612211892494,3062.742554859437,3150.335017411669,3216.93271772715
2214.0,1876.087567039068,2465.716287798456,2762.641419356471,2942.413131302997,3063.557277940722,3151.159600327959,3217.764695583367
2215.0,1876.76428397337,2466.462016951034,2763.421654572033,2943.214070207581,3064.372019374177,3151.984200780775,3218.596690364384
2216.0,1877.441030665853,2467.207770153884,2764.201910984034,2944.015028596345,3065.186779150319,3152.808818760935,3219.428702061238
2217.0,1878.117807102849,2467.953547395432,2764.982188581943,2944.816006459384,3066.001557259664,3153.633454259249,3220.260730664969
2218.0,1878.79461327069,2468.699348664101,2765.76248735523,2945.617003786798,3066.816353692727,3154.458107266536,3221.092776166613
2219.0,1879.471449155707,2469.445173948315,2766.542807293366,2946.418020568682,3067.631168440023,3155.282777773607,3221.924838557211
2220.0,1880.148314744232,2470.191023236498,2767.323148385819,2947.219056795134,3068.446001492069,3156.107465771277,3222.756917827799
2221.0,1880.825210022595,2470.936896517075,2768.10351062206,2948.020112456251,3069.260852839378,3156.93217125036,3223.589013969417
2222.0,1881.50213497713,2471.682793778468,2768.883893991559,2948.821187542132,3070.075722472468,3157.756894201672,3224.421126973102
2223.0,1882.179089594169,2472.428715009101,2769.664298483784,2949.622282042872,3070.890610381854,3158.581634616026,3225.253256829894
2224.0,1882.856073860041,2473.1746601974,2770.444724088207,2950.423395948569,3071.705516558051,3159.406392484236,3226.08540353083
2225.0,1883.533087761079,2473.920629331787,2771.225170794297,2951.224529249321,3072.520440991574,3160.231167797117,3226.917567066949
2226.0,1884.210131283615,2474.666622400687,2772.005638591524,2952.025681935225,3073.33538367294,3161.055960545484,3227.749747429289
2227.0,1884.887204413981,2475.412639392523,2772.786127469357,2952.826853996378,3074.150344592665,3161.880770720149,3228.581944608889
2228.0,1885.564307138508,2476.158680295721,2773.566637417267,2953.628045422878,3074.965323741262,3162.705598311928,3229.414158596787
2229.0,1886.241439443527,2476.904745098702,2774.347168424724,2954.42925620482,3075.780321109248,3163.530443311636,3230.24638938402
2230.0,1886.918600517178,2477.650833115094,2775.127719868087,2955.230485756205,3076.595336135711,3164.35530517628,3231.078636441039
2231.0,1887.595790612527,2478.396944558819,2775.908291941711,2956.031734259645,3077.41036899544,3165.180184075058,3231.910899932849
2232.0,1888.27301018153,2479.143079811945,2776.688884992722,2956.833002041304,3078.225420000623,3166.005080310181,3232.743180154173
2233.0,1888.95025920935,2479.889238861904,2777.469499009692,2957.634289090436,3079.040489140967,3166.829993871678,3233.575477095286
2234.0,1889.627537681145,2480.635421696133,2778.250133981191,2958.435595396293,3079.855576406181,3167.654924749582,3234.407790746464
2235.0,1890.304845582078,2481.381628302065,2779.03078989579,2959.236920948127,3080.67068178597,3168.479872933925,3235.240121097979
2236.0,1890.982182897309,2482.127858667135,2779.811466742059,2960.03826573519,3081.485805270042,3169.304838414736,3236.072468140109
2237.0,1891.659549612001,2482.874112778776,2780.59216450857,2960.839629746735,3082.300946848102,3170.129821182049,3236.904831863126
2238.0,1892.336945711313,2483.620390624424,2781.372883183892,2961.641012972015,3083.116106509859,3170.954821225893,3237.737212257307
2239.0,1893.014371180406,2484.366692191512,2782.153622756597,2962.442415400281,3083.931284245019,3171.779838536302,3238.569609312927
2240.0,1893.691826004443,2485.113017467474,2782.934383215255,2963.243837020786,3084.746480043288,3172.604873103305,3239.40202302026
2241.0,1894.369310168584,2485.859366439746,2783.715164548437,2964.045277822783,3085.561693894374,3173.429924916935,3240.23445336958
2242.0,1895.046823657989,2486.605739095761,2784.495966744713,2964.846737795523,3086.376925787984,3174.254993967224,3241.066900351163
2243.0,1895.72436645782,2487.352135422953,2785.276789792655,2965.64821692826,3087.192175713824,3175.080080244202,3241.899363955284
2244.0,1896.401938553239,2488.098555408758,2786.057633680832,2966.449715210246,3088.007443661601,3175.9051837379,3242.731844172218
2245.0,1897.079539929405,2488.844999040608,2786.838498397816,2967.251232630732,3088.822729621022,3176.730304438351,3243.564340992239
2246.0,1897.757170571481,2489.591466305939,2787.619383932177,2968.052769178972,3089.638033581793,3177.555442335586,3244.396854405622
2247.0,1898.434830464627,2490.337957192185,2788.400290272486,2968.854324844217,3090.453355533623,3178.380597419636,3245.229384402643
2248.0,1899.112519594004,2491.08447168678,2789.181217407313,2969.655899615722,3091.268695466217,3179.205769680533,3246.061930973575
2249.0,1899.790237944774,2491.831009777159,2789.96216532523,2970.457493482736,3092.084053369282,3180.030959108308,3246.894494108695
2250.0,1900.467985502097,2492.577571450755,2790.743134014806,2971.259106434513,3092.899429232526,3180.856165692991,3247.727073798276
2251.0,1901.145762251134,2493.324156695003,2791.524123464613,2972.060738460306,3093.714823045654,3181.681389424617,3248.559670032594
2252.0,1901.823568177047,2494.070765497337,2792.305133663221,2972.862389549366,3094.530234798375,3182.506630293214,3249.392282801923
2253.0,1902.501403264996,2494.817397845192,2793.086164599201,2973.664059690947,3095.345664480394,3183.331888288816,3250.224912096539
2254.0,1903.179267500143,2495.564053726002,2793.867216261124,2974.465748874299,3096.161112081419,3184.157163401453,3251.057557906716
2255.0,1903.857160867649,2496.310733127201,2794.648288637559,2975.267457088678,3096.976577591156,3184.982455621156,3251.890220222729
2256.0,1904.535083352674,2497.057436036224,2795.429381717079,2976.069184323333,3097.792060999312,3185.807764937957,3252.722899034854
2257.0,1905.21303494038,2497.804162440504,2796.210495488252,2976.870930567517,3098.607562295594,3186.633091341889,3253.555594333363
2258.0,1905.891015615928,2498.550912327477,2796.991629939651,2977.672695810484,3099.423081469709,3187.458434822981,3254.388306108534
2259.0,1906.569025364479,2499.297685684576,2797.772785059848,2978.474480041486,3100.238618511364,3188.283795371265,3255.22103435064
2260.0,1907.247064171193,2500.044482499236,2798.553960837408,2979.276283249774,3101.054173410266,3189.109172976774,3256.053779049957
2261.0,1907.925132021233,2500.79130275889,2799.335157260907,2980.078105424601,3101.869746156121,3189.934567629537,3256.88654019676
2262.0,1908.603228899759,2501.538146450974,2800.116374318914,2980.87994655522,3102.685336738637,3190.759979319588,3257.719317781321
2263.0,1909.281354791931,2502.285013562921,2800.897611999999,2981.681806630883,3103.500945147519,3191.585408036956,3258.552111793919
2264.0,1909.959509682912,2503.031904082167,2801.678870292733,2982.483685640842,3104.316571372476,3192.410853771674,3259.384922224826
2265.0,1910.637693557862,2503.778817996144,2802.460149185688,2983.285583574351,3105.132215403213,3193.236316513774,3260.217749064319
2266.0,1911.315906401942,2504.525755292289,2803.241448667433,2984.08750042066,3105.947877229438,3194.061796253286,3261.05059230267
2267.0,1911.994148200313,2505.272715958034,2804.022768726538,2984.889436169023,3106.763556840858,3194.887292980241,3261.883451930157
2268.0,1912.672418938137,2506.019699980814,2804.804109351576,2985.691390808692,3107.579254227179,3195.712806684673,3262.716327937053
2269.0,1913.350718600574,2506.766707348063,2805.585470531117,2986.493364328919,3108.394969378108,3196.53833735661,3263.549220313633
2270.0,1914.029047172786,2507.513738047217,2806.36685225373,2987.295356718957,3109.210702283352,3197.363884986086,3264.382129050172
2271.0,1914.707404639933,2508.260792065708,2807.148254507988,2988.097367968058,3110.026452932618,3198.189449563132,3265.215054136946
2272.0,1915.385790987177,2509.007869390971,2807.92967728246,2988.899398065475,3110.842221315613,3199.015031077778,3266.047995564228
2273.0,1916.064206199678,2509.754970010442,2808.711120565717,2989.701447000459,3111.658007422043,3199.840629520058,3266.880953322294
2274.0,1916.742650262598,2510.502093911552,2809.49258434633,2990.503514762263,3112.473811241616,3200.666244880002,3267.713927401418
2275.0,1917.421123161097,2511.249241081739,2810.274068612869,2991.305601340141,3113.289632764038,3201.49187714764,3268.546917791877
2276.0,1918.099624880338,2511.996411508434,2811.055573353906,2992.107706723344,3114.105471979016,3202.317526313005,3269.379924483942
2277.0,1918.77815540548,2512.743605179074,2811.837098558011,2992.909830901123,3114.921328876257,3203.143192366129,3270.212947467893
2278.0,1919.456714721685,2513.490822081092,2812.618644213755,2993.711973862733,3115.737203445468,3203.968875297042,3271.045986734001
2279.0,1920.135302814114,2514.238062201921,2813.400210309707,2994.514135597425,3116.553095676356,3204.794575095777,3271.879042272541
2280.0,1920.813919667928,2514.985325528999,2814.181796834439,2995.316316094452,3117.369005558627,3205.620291752364,3272.71211407379
2281.0,1921.492565268288,2515.732612049756,2814.963403776522,2996.118515343065,3118.184933081988,3206.446025256835,3273.545202128021
2282.0,1922.171239600355,2516.479921751629,2815.745031124526,2996.920733332518,3119.000878236146,3207.271775599222,3274.37830642551
2283.0,1922.84994264929,2517.227254622052,2816.526678867022,2997.722970052063,3119.816841010809,3208.097542769555,3275.211426956531
2284.0,1923.528674400254,2517.974610648459,2817.30834699258,2998.525225490952,3120.632821395682,3208.923326757867,3276.04456371136
2285.0,1924.207434838409,2518.721989818283,2818.090035489772,2999.327499638437,3121.448819380473,3209.749127554189,3276.877716680271
2286.0,1924.886223948915,2519.469392118961,2818.871744347168,3000.129792483771,3122.264834954888,3210.574945148552,3277.710885853538
2287.0,1925.565041716934,2520.216817537925,2819.653473553338,3000.932104016207,3123.080868108635,3211.400779530987,3278.544071221439
2288.0,1926.243888127625,2520.96426606261,2820.435223096853,3001.734434224997,3123.89691883142,3212.226630691527,3279.377272774246
2289.0,1926.922763166152,2521.711737680451,2821.216992966285,3002.536783099391,3124.71298711295,3213.052498620202,3280.210490502234
2290.0,1927.601666817673,2522.459232378881,2821.998783150203,3003.339150628646,3125.529072942932,3213.878383307043,3281.043724395679
2291.0,1928.280599067352,2523.206750145336,2822.780593637177,3004.141536802011,3126.345176311072,3214.704284742083,3281.876974444855
2292.0,1928.959559900347,2523.954290967249,2823.562424415781,3004.943941608739,3127.161297207079,3215.530202915354,3282.710240640038
2293.0,1929.638549301822,2524.701854832054,2824.344275474582,3005.746365038083,3127.977435620657,3216.356137816884,3283.543522971502
2294.0,1930.317567256936,2525.449441727186,2825.126146802153,3006.548807079295,3128.793591541516,3217.182089436708,3284.376821429521
2295.0,1930.996613728002,2526.197051621298,2825.908038370318,3007.351267706104,3129.609764944651,3218.00805775073,3285.210135990683
2296.0,1931.675688482936,2526.94468432325,2826.689950008431,3008.153746760172,3130.425955679932,3218.834042614681,3286.043466515114
2297.0,1932.354791735079,2527.692340008039,2827.471881872295,3008.956244385772,3131.242163883945,3219.660044159653,3286.876813129789
2298.0,1933.033923469414,2528.440018662951,2828.253833950348,3009.758760572034,3132.05838954628,3220.486062375568,3287.710175824874
2299.0,1933.713083670923,2529.187720275276,2829.03580623103,3010.561295308089,3132.87463265653,3221.312097252346,3288.543554590539
2300.0,1934.392272324588,2529.9354448323,2829.817798702781,3011.363848583068,3133.690893204286,3222.138148779909,3289.37694941695
2301.0,1935.071489415391,2530.683192321309,2830.59981135404,3012.166420386103,3134.50717117914,3222.964216948178,3290.210360294275
2302.0,1935.750734928315,2531.430962729592,2831.381844173247,3012.969010706324,3135.323466570683,3223.790301747073,3291.043787212683
2303.0,1936.430008848341,2532.178756044437,2832.163897148842,3013.771619532862,3136.139779368509,3224.616403166516,3291.87723016234
2304.0,1937.109311160453,2532.92657225313,2832.945970269264,3014.574246854846,3136.956109562207,3225.442521196427,3292.710689133415
2305.0,1937.788641849631,2533.674411342957,2833.728063522954,3015.376892661411,3137.772457141371,3226.268655826726,3293.544164116076
2306.0,1938.46800090086,2534.422273301207,2834.510176898349,3016.179556941684,3138.588822095591,3227.094807047336,3294.377655100489
2307.0,1939.147388299119,2535.170158115169,2835.292310383891,3016.982239684799,3139.40520441446,3227.920974848176,3295.211162076823
2308.0,1939.826804029394,2535.918065772127,2836.074463968018,3017.784940879884,3140.221604087569,3228.747159219168,3296.044685035246
2309.0,1940.506248076663,2536.66599625937,2836.856637639171,3018.587660516072,3141.038021104509,3229.573360150232,3296.878223965925
2310.0,1941.185720425912,2537.413949564185,2837.638831385789,3019.390398582493,3141.854455454874,3230.399577631291,3297.711778859029
2311.0,1941.865221062121,2538.16192567386,2838.421045196311,3020.193155068278,3142.670907128254,3231.225811652263,3298.545349704723
2312.0,1942.544749970273,2538.90992457568,2839.203279059177,3020.995929962558,3143.487376114241,3232.052062203071,3299.378936493178
2313.0,1943.224307135351,2539.657946256935,2839.985532962828,3021.798723254465,3144.303862402427,3232.878329273635,3300.21253921456
2314.0,1943.903892542335,2540.405990704912,2840.767806895702,3022.601534933128,3145.120365982403,3233.704612853876,3301.046157859037
2315.0,1944.58350617621,2541.154057906897,2841.550100846238,3023.404364987679,3145.936886843762,3234.530912933716,3301.879792416776
2316.0,1945.263148021956,2541.902147850178,2842.332414802877,3024.207213407248,3146.753424976096,3235.357229503073,3302.713442877946
2317.0,1945.942818064556,2542.650260522042,2843.114748754059,3025.010080180967,3147.569980368994,3236.183562551871,3303.547109232714
2318.0,1946.622516288993,2543.398395909777,2843.897102688222,3025.812965297967,3148.386553012051,3237.009912070029,3304.380791471249
2319.0,1947.302242680248,2544.14655400067,2844.679476593808,3026.615868747378,3149.203142894858,3237.836278047469,3305.214489583717
2320.0,1947.981997223304,2544.894734782008,2845.461870459254,3027.418790518331,3150.019750007004,3238.662660474111,3306.048203560287
2321.0,1948.661779903143,2545.642938241079,2846.244284273,3028.221730599957,3150.836374338085,3239.489059339876,3306.881933391125
2322.0,1949.341590704748,2546.391164365169,2847.026718023487,3029.024688981388,3151.653015877689,3240.315474634685,3307.715679066401
2323.0,1950.0214296131,2547.139413141566,2847.809171699154,3029.827665651753,3152.46967461541,3241.14190634846,3308.549440576282
2324.0,1950.701296613182,2547.887684557559,2848.591645288441,3030.630660600185,3153.286350540839,3241.968354471121,3309.383217910934
2325.0,1951.381191689976,2548.635978600433,2849.374138779787,3031.433673815813,3154.103043643567,3242.794818992588,3310.217011060528
2326.0,1952.061114828464,2549.384295257476,2850.156652161631,3032.236705287769,3154.919753913187,3243.621299902783,3311.050820015229
2327.0,1952.741066013628,2550.132634515975,2850.939185422415,3033.039755005184,3155.736481339291,3244.447797191627,3311.884644765205
2328.0,1953.421045230451,2550.880996363218,2851.721738550576,3033.842822957188,3156.553225911469,3245.27431084904,3312.718485300626
2329.0,1954.101052463916,2551.629380786493,2852.504311534555,3034.645909132913,3157.369987619314,3246.100840864945,3313.552341611657
2330.0,1954.781087699004,2552.377787773085,2853.286904362791,3035.449013521489,3158.186766452417,3246.927387229259,3314.386213688467
2331.0,1955.461150920696,2553.126217310284,2854.069517023725,3036.252136112048,3159.003562400371,3247.753949931906,3315.220101521224
2332.0,1956.141242113977,2553.874669385375,2854.852149505794,3037.055276893719,3159.820375452767,3248.580528962807,3316.054005100096
2333.0,1956.821361263828,2554.623143985646,2855.63480179744,3037.858435855634,3160.637205599197,3249.407124311881,3316.887924415249
2334.0,1957.501508355231,2555.371641098386,2856.417473887102,3038.661612986925,3161.454052829252,3250.23373596905,3317.721859456853
2335.0,1958.181683373168,2556.120160710881,2857.200165763218,3039.464808276721,3162.270917132524,3251.060363924235,3318.555810215074
2336.0,1958.861886302622,2556.868702810417,2857.98287741423,3040.268021714154,3163.087798498605,3251.887008167357,3319.38977668008
2337.0,1959.542117128575,2557.617267384283,2858.765608828577,3041.071253288355,3163.904696917087,3252.713668688336,3320.223758842039
2338.0,1960.222375836008,2558.365854419766,2859.548359994697,3041.874502988455,3164.721612377561,3253.540345477094,3321.05775669112
2339.0,1960.902662409905,2559.114463904154,2860.331130901032,3042.677770803584,3165.538544869619,3254.36703852355,3321.891770217489
2340.0,1961.582976835248,2559.863095824732,2861.113921536019,3043.481056722873,3166.355494382854,3255.193747817627,3322.725799411315
2341.0,1962.263319097019,2560.61175016879,2861.8967318881,3044.284360735454,3167.172460906855,3256.020473349246,3323.559844262764
2342.0,1962.9436891802,2561.360426923614,2862.679561945714,3045.087682830457,3167.989444431217,3256.847215108326,3324.393904762006
2343.0,1963.624087069773,2562.109126076492,2863.4624116973,3045.891022997013,3168.806444945529,3257.673973084789,3325.227980899207
2344.0,1964.304512750721,2562.857847614709,2864.245281131299,3046.694381224253,3169.623462439384,3258.500747268556,3326.062072664535
2345.0,1964.984966208025,2563.606591525555,2865.028170236148,3047.497757501308,3170.440496902373,3259.327537649547,3326.896180048158
2346.0,1965.665447426669,2564.355357796317,2865.811079000288,3048.301151817309,3171.25754832409,3260.154344217684,3327.730303040245
2347.0,1966.345956391634,2565.104146414282,2866.594007412159,3049.104564161387,3172.074616694124,3260.981166962887,3328.564441630961
2348.0,1967.026493087902,2565.852957366736,2867.376955460201,3049.907994522673,3172.891702002068,3261.808005875078,3329.398595810476
2349.0,1967.707057500456,2566.601790640968,2868.159923132853,3050.711442890296,3173.708804237513,3262.634860944177,3330.232765568957
2350.0,1968.387649614278,2567.350646224265,2868.942910418555,3051.51490925339,3174.525923390052,3263.461732160105,3331.066950896572
