time,sds.I[1]&i_iss.T=2.0,sds.I[1]&i_iss.T=4.0,sds.I[1]&i_iss.T=6.0,sds.I[1]&i_iss.T=8.0,sds.I[1]&i_iss.T=10.0,sds.I[1]&i_iss.T=12.0
2373.0,2895.026289771606,2584.580473060227,2274.140823916546,1963.70860183251,1653.284141418076,1342.867485650354
2374.0,2895.775679029312,2585.329862305434,2274.890213132147,1964.457991045356,1654.033530629014,1343.616874879267
2375.0,2896.525090346884,2586.079273610504,2275.639624407621,1965.207402318069,1654.782941899814,1344.366286168027
2376.0,2897.274523712478,2586.828706963591,2276.389057731119,1965.956835638804,1655.532375218631,1345.115719504786
2377.0,2898.023979114248,2587.578162352851,2277.138513090798,1966.706290995716,1656.281830573621,1345.865174877701
2378.0,2898.773456540348,2588.327639766438,2277.887990474813,1967.455768376961,1657.031307952938,1346.614652274925
2379.0,2899.522955978934,2589.077139192508,2278.637489871317,1968.205267770693,1657.780807344736,1347.364151684614
2380.0,2900.272477418162,2589.826660619215,2279.387011268466,1968.954789165066,1658.530328737171,1348.113673094922
2381.0,2901.022020846184,2590.576204034714,2280.136554654415,1969.704332548235,1659.279872118396,1348.863216494003
2382.0,2901.771586251157,2591.32576942716,2280.886120017319,1970.453897908356,1660.029437476568,1349.612781870012
2383.0,2902.521173621236,2592.075356784708,2281.635707345333,1971.203485233583,1660.77902479984,1350.362369211105
2384.0,2903.270782944576,2592.824966095512,2282.385316626611,1971.953094512071,1661.528634076368,1351.111978505434
2385.0,2904.020414209331,2593.574597347728,2283.134947849308,1972.702725731975,1662.278265294307,1351.861609741157
2386.0,2904.770067403656,2594.324250529511,2283.88460100158,1973.452378881449,1663.02791844181,1352.611262906426
2387.0,2905.519742515706,2595.073925629015,2284.63427607158,1974.202053948648,1663.777593507032,1353.360937989396
2388.0,2906.269439533636,2595.823622634395,2285.383973047464,1974.951750921728,1664.527290478129,1354.110634978222
2389.0,2907.019158445601,2596.573341533806,2286.133691917387,1975.701469788843,1665.277009343255,1354.86035386106
2390.0,2907.768899239756,2597.323082315404,2286.883432669504,1976.451210538147,1666.026750090566,1355.610094626062
2391.0,2908.518661904255,2598.072844967342,2287.633195291968,1977.200973157796,1666.776512708215,1356.359857261385
2392.0,2909.268446427254,2598.822629477776,2288.382979772937,1977.950757635945,1667.526297184357,1357.109641755182
2393.0,2910.018252796908,2599.57243583486,2289.132786100563,1978.700563960748,1668.276103507147,1357.859448095609
2394.0,2910.768081001371,2600.32226402675,2289.882614263003,1979.45039212036,1669.025931664741,1358.60927627082
2395.0,2911.517931028799,2601.072114041601,2290.63246424841,1980.200242102935,1669.775781645292,1359.359126268969
2396.0,2912.267802867345,2601.821985867567,2291.382336044939,1980.95011389663,1670.525653436956,1360.108998078212
2397.0,2913.017696505166,2602.571879492804,2292.132229640747,1981.700007489598,1671.275547027887,1360.858891686702
2398.0,2913.767611930416,2603.321794905465,2292.882145023987,1982.449922869994,1672.02546240624,1361.608807082596
2399.0,2914.517549131249,2604.071732093706,2293.632082182814,1983.199860025974,1672.775399560169,1362.358744254046
2400.0,2915.267508095821,2604.821691045683,2294.382041105382,1983.949818945691,1673.52535847783,1363.108703189208
2401.0,2916.017488812287,2605.571671749549,2295.132021779849,1984.699799617301,1674.275339147377,1363.858683876237
2402.0,2916.767491268803,2606.321674193459,2295.882024194366,1985.449802028959,1675.025341556965,1364.608686303287
2403.0,2917.517515453521,2607.071698365569,2296.632048337091,1986.19982616882,1675.77536569475,1365.358710458513
2404.0,2918.267561354598,2607.821744254034,2297.382094196177,1986.949872025037,1676.525411548884,1366.108756330069
2405.0,2919.017628960188,2608.571811847008,2298.132161759779,1987.699939585767,1677.275479107523,1366.85882390611
2406.0,2919.767718258446,2609.321901132646,2298.882251016053,1988.450028839163,1678.025568358823,1367.608913174791
2407.0,2920.517829237528,2610.072012099103,2299.632361953153,1989.200139773381,1678.775679290938,1368.359024124266
2408.0,2921.267961885588,2610.822144734534,2300.382494559233,1989.950272376576,1679.525811892022,1369.109156742691
2409.0,2922.01811619078,2611.572299027094,2301.13264882245,1990.700426636902,1680.27596615023,1369.859311018219
2410.0,2922.76829214126,2612.322474964937,2301.882824730957,1991.450602542514,1681.026142053717,1370.609486939006
2411.0,2923.518489725183,2613.072672536219,2302.63302227291,1992.200800081567,1681.776339590638,1371.359684493205
2412.0,2924.268708930704,2613.822891729095,2303.383241436462,1992.951019242216,1682.526558749147,1372.109903668972
2413.0,2925.018949745977,2614.573132531718,2304.133482209771,1993.701260012615,1683.2767995174,1372.860144454461
2414.0,2925.769212159158,2615.323394932246,2304.883744580989,1994.451522380919,1684.027061883551,1373.610406837827
2415.0,2926.519496158401,2616.073678918831,2305.634028538272,1995.201806335284,1684.777345835754,1374.360690807225
2416.0,2927.269801731861,2616.823984479629,2306.384334069775,1995.952111863865,1685.527651362165,1375.110996350809
2417.0,2928.020128867694,2617.574311602795,2307.134661163653,1996.702438954814,1686.277978450939,1375.861323456734
2418.0,2928.770477554053,2618.324660276484,2307.88500980806,1997.452787596289,1687.028327090229,1376.611672113154
2419.0,2929.520847779094,2619.075030488851,2308.635379991152,1998.203157776442,1687.778697268191,1377.362042308225
2420.0,2930.271239530973,2619.82542222805,2309.385771701082,1998.95354948343,1688.52908897298,1378.1124340301
2421.0,2931.021652797843,2620.575835482237,2310.136184926007,1999.703962705408,1689.27950219275,1378.862847266935
2422.0,2931.772087567859,2621.326270239565,2310.88661965408,2000.454397430529,1690.029936915656,1379.613282006883
2423.0,2932.522543829178,2622.076726488192,2311.637075873457,2001.204853646949,1690.780393129853,1380.3637382381
2424.0,2933.273021569953,2622.82720421627,2312.387553572293,2001.955331342822,1691.530870823495,1381.114215948741
2425.0,2934.023520778338,2623.577703411955,2313.138052738742,2002.705830506304,1692.281369984738,1381.86471512696
2426.0,2934.774041442491,2624.328224063402,2313.88857336096,2003.456351125549,1693.031890601736,1382.615235760912
2427.0,2935.524583550564,2625.078766158766,2314.639115427101,2004.206893188712,1693.782432662643,1383.36577783875
2428.0,2936.275147090714,2625.829329686201,2315.38967892532,2004.957456683948,1694.532996155615,1384.116341348631
2429.0,2937.025732051094,2626.579914633863,2316.140263843772,2005.708041599412,1695.283581068807,1384.866926278708
2430.0,2937.776338419861,2627.330520989906,2316.890870170611,2006.458647923258,1696.034187390372,1385.617532617137
2431.0,2938.526966185168,2628.081148742486,2317.641497893994,2007.209275643641,1696.784815108467,1386.368160352071
2432.0,2939.27761533517,2628.831797879756,2318.392147002073,2007.959924748716,1697.535464211244,1387.118809471666
2433.0,2940.028285858024,2629.582468389873,2319.142817483005,2008.710595226638,1698.286134686861,1387.869479964076
2434.0,2940.778977741882,2630.333160260991,2319.893509324944,2009.461287065562,1699.03682652347,1388.620171817456
2435.0,2941.529690974902,2631.083873481264,2320.644222516045,2010.212000253642,1699.787539709227,1389.370885019961
2436.0,2942.280425545236,2631.834608038849,2321.394957044463,2010.962734779034,1700.538274232287,1390.121619559744
2437.0,2943.031181441041,2632.585363921898,2322.145712898352,2011.713490629892,1701.289030080804,1390.872375424962
2438.0,2943.781958650471,2633.336141118569,2322.896490065869,2012.464267794371,1702.039807242934,1391.623152603767
2439.0,2944.53275716168,2634.086939617014,2323.647288535166,2013.215066260625,1702.79060570683,1392.373951084316
2440.0,2945.283576962824,2634.83775940539,2324.3981082944,2013.965886016811,1703.541425460647,1393.124770854763
2441.0,2946.034418042059,2635.58860047185,2325.148949331725,2014.716727051081,1704.292266492541,1393.875611903261
2442.0,2946.785280387538,2636.339462804551,2325.899811635296,2015.467589351592,1705.043128790667,1394.626474217967
2443.0,2947.536163987416,2637.090346391647,2326.650695193268,2016.218472906498,1705.794012343178,1395.377357787035
2444.0,2948.287068829849,2637.841251221293,2327.401599993796,2016.969377703954,1706.544917138229,1396.128262598618
2445.0,2949.037994902992,2638.592177281643,2328.152526025034,2017.720303732114,1707.295843163976,1396.879188640873
2446.0,2949.788942194999,2639.343124560853,2328.903473275137,2018.471250979134,1708.046790408574,1397.630135901953
2447.0,2950.539910694024,2640.094093047077,2329.654441732262,2019.222219433169,1708.797758860176,1398.381104370013
2448.0,2951.290900388224,2640.84508272847,2330.40543138456,2019.973209082372,1709.548748506937,1399.132094033209
2449.0,2952.041911265753,2641.596093593188,2331.156442220189,2020.724219914899,1710.299759337013,1399.883104879694
2450.0,2952.792943314766,2642.347125629384,2331.907474227303,2021.475251918906,1711.050791338559,1400.634136897623
2451.0,2953.54399747198,2643.098179776797,2332.658528349944,2022.226306044944,1711.80184547263,1401.385191066682
2452.0,2954.295073147263,2643.849255439375,2333.409603983624,2022.977381675765,1712.552921101392,1402.136266712524
2453.0,2955.046170003836,2644.600352283242,2334.160700798602,2023.728478487884,1713.304017911452,1402.887363539656
2454.0,2955.797288030398,2645.351470297094,2334.911818783576,2024.479596469999,1714.055135891508,1403.638481536776
2455.0,2956.548427215647,2646.102609469632,2335.662957927244,2025.230735610808,1714.806275030258,1404.389620692583
2456.0,2957.29958754828,2646.853769789553,2336.414118218305,2025.98189589901,1715.557435316401,1405.140780995774
2457.0,2958.050769016998,2647.604951245555,2337.165299645457,2026.733077323303,1716.308616738635,1405.891962435049
2458.0,2958.801971610496,2648.356153826336,2337.916502197399,2027.484279872385,1717.059819285658,1406.643164999104
2459.0,2959.553195317474,2649.107377520595,2338.667725862827,2028.235503534954,1717.811042946168,1407.39438867664
2460.0,2960.30444012663,2649.85862231703,2339.418970630441,2028.986748299709,1718.562287708864,1408.145633456354
2461.0,2961.055706026661,2650.609888204338,2340.170236488939,2029.738014155347,1719.313553562444,1408.896899326944
2462.0,2961.806993006267,2651.361175171219,2340.921523427018,2030.489301090568,1720.064840495606,1409.648186277108
2463.0,2962.558301054145,2652.11248320637,2341.672831433378,2031.240609094068,1720.816148497049,1410.399494295546
2464.0,2963.309630158993,2652.863812298489,2342.424160496716,2031.991938154547,1721.56747755547,1411.150823370955
2465.0,2964.06098030951,2653.615162436275,2343.17551060573,2032.743288260702,1722.318827659568,1411.902173492034
2466.0,2964.812351494394,2654.366533608426,2343.926881749119,2033.494659401233,1723.070198798042,1412.653544647481
2467.0,2965.563743702343,2655.11792580364,2344.678273915581,2034.246051564836,1723.821590959589,1413.404936825994
2468.0,2966.315156922054,2655.869339010615,2345.429687093814,2034.99746474021,1724.573004132907,1414.156350016272
2469.0,2967.066591142227,2656.62077321805,2346.181121272516,2035.748898916054,1725.324438306696,1414.907784207013
2470.0,2967.81804635156,2657.372228414642,2346.932576440386,2036.500354081066,1726.075893469653,1415.659239386914
2471.0,2968.569522538749,2658.12370458909,2347.684052586121,2037.251830223943,1726.827369610476,1416.410715544676
2472.0,2969.321019692496,2658.875201730091,2348.43554969842,2038.003327333385,1727.578866717864,1417.162212668996
2473.0,2970.072537801495,2659.626719826345,2349.18706776598,2038.754845398089,1728.330384780514,1417.913730748571
2474.0,2970.824076854447,2660.37825886655,2349.938606777502,2039.506384406753,1729.081923787126,1418.665269772102
2475.0,2971.575636840049,2661.129818839403,2350.690166721682,2040.257944348076,1729.833483726398,1419.416829728285
2476.0,2972.327217747,2661.881399733602,2351.441747587218,2041.009525210756,1730.585064587027,1420.168410605819
2477.0,2973.078819563998,2662.633001537846,2352.193349362808,2041.761126983491,1731.336666357712,1420.920012393403
2478.0,2973.83044227974,2663.384624240833,2352.944972037153,2042.51274965498,1732.088289027151,1421.671635079735
2479.0,2974.582085882925,2664.136267831262,2353.696615598948,2043.26439321392,1732.839932584043,1422.423278653513
2480.0,2975.333750362251,2664.887932297829,2354.448280036892,2044.01605764901,1733.591597017086,1423.174943103435
2481.0,2976.085435706417,2665.639617629235,2355.199965339685,2044.767742948948,1734.343282314977,1423.926628418201
2482.0,2976.83714190412,2666.391323814176,2355.951671496022,2045.519449102432,1735.094988466416,1424.678334586507
2483.0,2977.588868944059,2667.143050841351,2356.703398494604,2046.271176098162,1735.846715460101,1425.430061597052
2484.0,2978.340616814931,2667.894798699458,2357.455146324128,2047.022923924833,1736.598463284729,1426.181809438536
2485.0,2979.092385505436,2668.646567377196,2358.206914973292,2047.774692571145,1737.350231928999,1426.933578099656
2486.0,2979.844175004271,2669.398356863262,2358.958704430795,2048.526482025797,1738.102021381609,1427.68536756911
2487.0,2980.595985300134,2670.150167146354,2359.710514685334,2049.278292277486,1738.853831631258,1428.437177835597
2488.0,2981.347816381724,2670.901998215171,2360.462345725609,2050.03012331491,1739.605662666643,1429.189008887814
2489.0,2982.099668237739,2671.653850058412,2361.214197540317,2050.781975126769,1740.357514476464,1429.940860714461
2490.0,2982.851540856876,2672.405722664774,2361.966070118155,2051.533847701759,1741.109387049418,1430.692733304237
2491.0,2983.603434227834,2673.157616022955,2362.717963447823,2052.285741028579,1741.861280374203,1431.444626645837
2492.0,2984.355348339312,2673.909530121654,2363.46987751802,2053.037655095928,1742.613194439518,1432.196540727963
2493.0,2985.107283180007,2674.661464949569,2364.221812317442,2053.789589892504,1743.365129234061,1432.94847553931
2494.0,2985.859238738617,2675.413420495397,2364.973767834787,2054.541545407004,1744.117084746531,1433.700431068579
2495.0,2986.611215003842,2676.165396747837,2365.725744058755,2055.293521628128,1744.869060965625,1434.452407304468
2496.0,2987.363211964378,2676.917393695589,2366.477740978045,2056.045518544572,1745.621057880041,1435.204404235674
2497.0,2988.115229608924,2677.669411327348,2367.229758581353,2056.797536145037,1746.373075478479,1435.956421850895
2498.0,2988.867267926179,2678.421449631814,2367.981796857377,2057.549574418218,1747.125113749637,1436.708460138831
2499.0,2989.61932690484,2679.173508597685,2368.733855794816,2058.301633352816,1747.877172682211,1437.46051908818
2500.0,2990.371406533605,2679.925588213659,2369.485935382369,2059.053712937528,1748.629252264901,1438.212598687639
2500.000000300025,2990.371406759251,2679.925588439305,2369.485935608014,2059.053713163174,1748.629252490547,1438.212598913285
2500.000000300025,2990.371406759251,2679.925588439305,2369.485935608014,2059.053713163174,1748.629252490547,1438.212598913285
2501.0,2991.12350494781,2680.677686615148,2370.238033755556,2059.805811308045,1749.38135063367,1438.964697073652
2502.0,2991.87562399363,2681.429805648252,2370.99015276037,2060.557930310188,1750.133469634064,1439.716816091285
2503.0,2992.627763654184,2682.181945296087,2371.742292379925,2061.310069927073,1750.885609249202,1440.468955723654
2504.0,2993.379923928263,2682.934105557446,2372.494452613013,2062.062230157491,1751.637769477873,1441.221115969551
2505.0,2994.132104774869,2683.68628639133,2373.246633418636,2062.814410960444,1752.38995027908,1441.973296787976
2506.0,2994.884306201537,2684.438487805273,2373.998834804328,2063.566612343467,1753.142151660358,1442.725498186466
2507.0,2995.636528211137,2685.190709802148,2374.751056772962,2064.318834309431,1753.894373624577,1443.47772016789
2508.0,2996.38877080367,2685.942952381953,2375.503299324535,2065.071076858335,1754.646616171738,1444.229962732249
2509.0,2997.141033856497,2686.69521542205,2376.25556233641,2065.823339867541,1755.398879179199,1444.982225756902
2510.0,2997.893317407393,2687.447498960215,2377.007845846363,2066.575623374824,1756.151162684739,1445.734509279626
2511.0,2998.64562147941,2688.199803019499,2377.760149877443,2067.327927403237,1756.903466711409,1446.486813323473
2512.0,2999.397946072548,2688.952127599902,2378.512474429654,2068.080251952777,1757.655791259207,1447.239137888441
2513.0,3000.150291186808,2689.704472701424,2379.264819502992,2068.832597023448,1758.408136328135,1447.991482974532
2514.0,3000.902656822188,2690.456838324065,2380.01718509746,2069.584962615247,1759.160501918193,1448.743848581746
2515.0,3001.655042978689,2691.209224467826,2380.769571213056,2070.337348728175,1759.912888029379,1449.496234710082
2516.0,3002.407449656311,2691.961631132705,2381.521977849781,2071.089755362232,1760.665294661695,1450.24864135954
2517.0,3003.159876520391,2692.714057984042,2382.274404672971,2071.842182182754,1761.417721480476,1451.001068195455
2518.0,3003.912323598292,2693.466505049195,2383.026851709989,2072.594629217104,1762.170168513085,1451.75351524519
2519.0,3004.664791074168,2694.218972512322,2383.77931914499,2073.347096649436,1762.922635943676,1452.5059826929
2520.0,3005.417278948018,2694.971460373421,2384.531806977972,2074.09958447975,1763.675123772249,1453.258470538584
2521.0,3006.169787219842,2695.723968632493,2385.284315208936,2074.852092708045,1764.427631998804,1454.010978782244
2522.0,3006.92231588964,2696.476497289537,2386.036843837883,2075.604621334324,1765.180160623342,1454.763507423879
2523.0,3007.674864957413,2697.229046344554,2386.78939286481,2076.357170358584,1765.932709645862,1455.516056463488
2524.0,3008.427434423161,2697.981615797543,2387.541962289721,2077.109739780826,1766.685279066364,1456.268625901073
2525.0,3009.180024286883,2698.734205648505,2388.294552112613,2077.862329601051,1767.437868884849,1457.021215736632
2526.0,3009.93263454858,2699.48681589744,2389.047162333488,2078.614939819257,1768.190479101315,1457.773825970166
2527.0,3010.685265208251,2700.239446544347,2389.799792952344,2079.367570435445,1768.943109715764,1458.526456601676
2528.0,3011.437916265896,2700.992097589226,2390.552443969183,2080.120221449615,1769.695760728195,1459.27910763116
2529.0,3012.190587721516,2701.744769032077,2391.305115384004,2080.872892861768,1770.448432138609,1460.031779058619
2530.0,3012.94327957511,2702.497460872902,2392.057807196807,2081.625584671902,1771.201123947005,1460.784470884053
2531.0,3013.695991826679,2703.250173111699,2392.810519407591,2082.378296880019,1771.953836153383,1461.537183107462
2532.0,3014.448724476222,2704.002905748469,2393.563252016358,2083.131029486117,1772.706568757743,1462.289915728846
2533.0,3015.201477051167,2704.755658310638,2394.316004550534,2083.883782017625,1773.459321287512,1463.042668275631
2534.0,3015.954248318043,2705.508429564736,2395.068775776646,2084.636553241069,1774.212092509217,1463.795439514342
2535.0,3016.70703973879,2706.261220972704,2395.821567156638,2085.389344618392,1774.964883884801,1464.548230906926
2536.0,3017.45985131341,2707.014032534542,2396.57437869051,2086.142156149594,1775.717695414264,1465.301042453381
2537.0,3018.212683041902,2707.766864250249,2397.327210378261,2086.894987834676,1776.470527097607,1466.053874153708
2538.0,3018.965534924265,2708.519716119827,2398.080062219891,2087.647839673637,1777.223378934829,1466.806726007906
2539.0,3019.7184069605,2709.272588143275,2398.832934215401,2088.400711666478,1777.97625092593,1467.559598015977
2540.0,3020.471299150609,2710.025480320593,2399.585826364789,2089.153603813198,1778.729143070911,1468.312490177919
2541.0,3021.224211494588,2710.778392651781,2400.338738668058,2089.906516113797,1779.482055369771,1469.065402493733
2542.0,3021.977143992439,2711.531325136839,2401.091671125205,2090.659448568275,1780.23498782251,1469.818334963419
2543.0,3022.730096644162,2712.284277775767,2401.844623736233,2091.412401176633,1780.987940429129,1470.571287586977
2544.0,3023.483069449758,2713.037250568565,2402.597596501139,2092.165373938869,1781.740913189627,1471.324260364406
2545.0,3024.236062409225,2713.790243515233,2403.350589419925,2092.918366854986,1782.493906104005,1472.077253295708
2546.0,3024.989075522564,2714.543256615771,2404.10360249259,2093.671379924981,1783.246919172262,1472.830266380881
2547.0,3025.742108789776,2715.296289870179,2404.856635719134,2094.424413148856,1783.999952394398,1473.583299619926
2548.0,3026.495162210859,2716.049343278457,2405.609689099559,2095.177466526611,1784.753005770413,1474.336353012843
2549.0,3027.248235785814,2716.802416840605,2406.362762633862,2095.930540058244,1785.506079300308,1475.089426559631
2550.0,3028.001329514641,2717.555510556623,2407.115856322045,2096.683633743757,1786.259172984082,1475.842520260291
2551.0,3028.754443397341,2718.308624426511,2407.868970164106,2097.436747583149,1787.012286821736,1476.595634114823
2552.0,3029.507577433912,2719.06175845027,2408.622104160048,2098.18988157642,1787.765420813269,1477.348768123227
2553.0,3030.260731624354,2719.814912627898,2409.375258309869,2098.943035723571,1788.518574958681,1478.101922285503
2554.0,3031.01390596867,2720.568086959396,2410.128432613569,2099.696210024601,1789.271749257973,1478.85509660165
2555.0,3031.767100466857,2721.321281444764,2410.881627071149,2100.44940447951,1790.024943711144,1479.60829107167
2556.0,3032.520315118916,2722.074496084002,2411.634841682607,2101.202619088299,1790.778158318194,1480.361505695561
2557.0,3033.273549924847,2722.82773087711,2412.388076447945,2101.955853850966,1791.531393079124,1481.114740473324
2558.0,3034.02680488465,2723.580985824088,2413.141331367163,2102.709108767514,1792.284647993933,1481.867995404958
2559.0,3034.780079998324,2724.334260924937,2413.89460644026,2103.46238383794,1793.037923062621,1482.621270490465
2560.0,3035.533375265871,2725.087556179655,2414.647901667237,2104.215679062246,1793.791218285189,1483.374565729843
2561.0,3036.28669068729,2725.840871588242,2415.401217048092,2104.968994440431,1794.544533661636,1484.127881123093
2562.0,3037.040026262581,2726.594207150701,2416.154552582827,2105.722329972496,1795.297869191962,1484.881216670215
2563.0,3037.793381991743,2727.347562867029,2416.907908271442,2106.475685658439,1796.051224876168,1485.634572371208
2564.0,3038.546757874778,2728.100938737227,2417.661284113935,2107.229061498262,1796.804600714253,1486.387948226074
2565.0,3039.300153911685,2728.854334761295,2418.414680110309,2107.982457491965,1797.557996706218,1487.141344234811
2566.0,3040.053568274837,2729.607749111607,2419.168094432934,2108.735871811918,1798.311411024433,1487.894758569791
2567.0,3040.807000516014,2730.361181339942,2419.92152663359,2109.489304009903,1799.06484322068,1488.648190782795
2568.0,3041.560452674538,2731.114633485622,2420.674978751602,2110.242756125243,1799.818295334281,1489.401642913145
2569.0,3042.31392475041,2731.868105548648,2421.428450786968,2110.996228157937,1800.571767365236,1490.155114960843
2570.0,3043.067416743629,2732.621597529018,2422.181942739688,2111.749720107985,1801.325259313546,1490.908606925887
2571.0,3043.820928654194,2733.375109426734,2422.935454609762,2112.503231975388,1802.078771179209,1491.662118808277
2572.0,3044.574460482107,2734.128641241794,2423.688986397191,2113.256763760144,1802.832302962227,1492.415650608015
2573.0,3045.328012227367,2734.882192974201,2424.442538101975,2114.010315462255,1803.5858546626,1493.169202325099
2574.0,3046.081583889974,2735.635764623952,2425.196109724112,2114.763887081721,1804.339426280327,1493.92277395953
2575.0,3046.835175469928,2736.389356191048,2425.949701263605,2115.517478618541,1805.093017815408,1494.676365511307
2576.0,3047.588786967229,2737.14296767549,2426.703312720451,2116.271090072714,1805.846629267843,1495.429976980432
2577.0,3048.342418381877,2737.896599077276,2427.456944094652,2117.024721444243,1806.600260637632,1496.183608366902
2578.0,3049.096069713873,2738.650250396408,2428.210595386207,2117.778372733125,1807.353911924776,1496.93725967072
2579.0,3049.849740963215,2739.403921632884,2428.964266595117,2118.532043939362,1808.107583129275,1497.690930891885
2580.0,3050.603432129905,2740.157612786707,2429.717957721381,2119.285735062953,1808.861274251127,1498.444622030396
2581.0,3051.357143213942,2740.911323857873,2430.471668765,2120.039446103899,1809.614985290334,1499.198333086254
2582.0,3052.110874215326,2741.665054846386,2431.225399725973,2120.793177062199,1810.368716246895,1499.952064059458
2583.0,3052.864625134056,2742.418805752243,2431.9791506043,2121.546927937853,1811.12246712081,1500.70581495001
2584.0,3053.618395970134,2743.172576575446,2432.732921399982,2122.300698730861,1811.87623791208,1501.459585757907
2585.0,3054.372186723559,2743.926367315994,2433.486712113018,2123.054489441224,1812.630028620704,1502.213376483152
2586.0,3055.125997394332,2744.680177973886,2434.240522743409,2123.808300068941,1813.383839246683,1502.967187125744
2587.0,3055.879827982451,2745.434008549124,2434.994353291154,2124.562130614012,1814.137669790015,1503.721017685682
2588.0,3056.633678487917,2746.187859041708,2435.748203756253,2125.315981076438,1814.891520250702,1504.474868162967
2589.0,3057.387548910731,2746.941729451636,2436.502074138707,2126.069851456218,1815.645390628743,1505.228738557598
2590.0,3058.141439250891,2747.69561977891,2437.255964438516,2126.823741753352,1816.399280924139,1505.982628869577
2591.0,3058.895349508399,2748.449530023528,2438.009874655678,2127.577651967841,1817.153191136889,1506.736539098902
2592.0,3059.649279683254,2749.203460185492,2438.763804790195,2128.331582099683,1817.907121266993,1507.490469245573
2593.0,3060.403229775456,2749.957410264801,2439.517754842066,2129.085532148881,1818.661071314451,1508.244419309592
2594.0,3061.157199785005,2750.711380261455,2440.271724811292,2129.839502115432,1819.415041279264,1508.998389290957
2595.0,3061.911189711901,2751.465370175454,2441.025714697872,2130.593491999337,1820.169031161431,1509.752379189669
2596.0,3062.665199556144,2752.219380006799,2441.779724501807,2131.347501800598,1820.923040960952,1510.506389005728
2597.0,3063.419229317734,2752.973409755488,2442.533754223096,2132.101531519212,1821.677070677828,1511.260418739133
2598.0,3064.173278996672,2753.727459421523,2443.28780386174,2132.855581155181,1822.431120312057,1512.014468389885
2599.0,3064.927344772926,2754.481525184873,2444.041869597705,2133.609646888472,1823.18518604361,1512.768534137952
2600.0,3065.681428528196,2755.235608927237,2444.795953312695,2134.363730600786,1823.939269754184,1513.522617865035
2601.0,3066.435531873281,2755.989712259413,2445.550056617505,2135.117833902921,1824.69337305458,1514.276721181931
2602.0,3067.18965480818,2756.743835181402,2446.304179512137,2135.871956794877,1825.447495944797,1515.030844088641
2603.0,3067.943797332893,2757.497977693203,2447.058321996591,2136.626099276655,1826.201638424836,1515.784986585165
2604.0,3068.697959447421,2758.252139794817,2447.812484070866,2137.380261348254,1826.955800494696,1516.539148671503
2605.0,3069.452141151763,2759.006321486243,2448.566665734962,2138.134443009675,1827.709982154377,1517.293330347654
2606.0,3070.206342445919,2759.760522767481,2449.32086698888,2138.888644260917,1828.46418340388,1518.04753161362
2607.0,3070.960563329889,2760.514743638532,2450.07508783262,2139.642865101981,1829.218404243204,1518.801752469399
2608.0,3071.714803803674,2761.268984099396,2450.829328266182,2140.397105532866,1829.97264467235,1519.555992914992
2609.0,3072.469063867274,2762.023244150071,2451.583588289564,2141.151365553572,1830.726904691316,1520.310252950399
2610.0,3073.223343520687,2762.777523790559,2452.337867902768,2141.9056451641,1831.481184300105,1521.06453257562
2611.0,3073.977642763915,2763.53182302086,2453.092167105794,2142.65994436445,1832.235483498714,1521.818831790655
2612.0,3074.731961596958,2764.286141840973,2453.846485898641,2143.414263154621,1832.989802287146,1522.573150595504
2613.0,3075.486300019814,2765.040480250898,2454.60082428131,2144.168601534613,1833.744140665398,1523.327488990166
2614.0,3076.240658032485,2765.794838250636,2455.355182253801,2144.922959504426,1834.498498633472,1524.081846974643
2615.0,3076.99503563497,2766.549215840186,2456.109559816112,2145.677337064061,1835.252876191367,1524.836224548933
2616.0,3077.74943282727,2767.303613019548,2456.863956968246,2146.431734213518,1836.007273339084,1525.590621713037
2617.0,3078.503849609384,2768.058029788724,2457.618373710201,2147.186150952795,1836.761690076622,1526.345038466955
2618.0,3079.258285981313,2768.812466147711,2458.372810041978,2147.940587281895,1837.516126403981,1527.099474810687
2619.0,3080.012741943056,2769.566922096511,2459.127265963576,2148.695043200815,1838.270582321162,1527.853930744232
2620.0,3080.767217494612,2770.321397635123,2459.881741474995,2149.449518709558,1839.025057828164,1528.608406267592
2621.0,3081.521712635984,2771.075892763547,2460.636236576237,2150.204013808121,1839.779552924988,1529.362901380765
2622.0,3082.27622736717,2771.830407481785,2461.390751267299,2150.958528496506,1840.534067611633,1530.117416083752
2623.0,3083.03076168817,2772.584941789834,2462.145285548183,2151.713062774712,1841.288601888099,1530.871950376554
2624.0,3083.785315598984,2773.339495687696,2462.899839418889,2152.46761664274,1842.043155754387,1531.626504259168
2625.0,3084.539889099613,2774.09406917537,2463.654412879416,2153.222190100589,1842.797729210496,1532.381077731597
2626.0,3085.294482190056,2774.848662252857,2464.409005929765,2153.97678314826,1843.552322256427,1533.13567079384
2627.0,3086.049094870313,2775.603274920156,2465.163618569936,2154.731395785751,1844.306934892179,1533.890283445897
2628.0,3086.803727140385,2776.357907177267,2465.918250799927,2155.486028013065,1845.061567117752,1534.644915687767
2629.0,3087.558379000272,2777.112559024191,2466.672902619741,2156.2406798302,1845.816218933147,1535.399567519451
2630.0,3088.313050449972,2777.867230460928,2467.427574029376,2156.995351237156,1846.570890338363,1536.154238940949
2631.0,3089.067741489487,2778.621921487476,2468.182265028832,2157.750042233934,1847.3255813334,1536.908929952261
