time,sds.I[1]&i_iss.T=2.0,sds.I[1]&i_iss.T=4.0,sds.I[1]&i_iss.T=6.0,sds.I[1]&i_iss.T=8.0,sds.I[1]&i_iss.T=10.0,sds.I[1]&i_iss.T=12.0
50.0,1477.152328322292,1166.711643460444,856.647447612128,549.4022480482378,249.7834215124377,-37.37125030460496
51.0,1468.640462745719,1158.198652810876,848.0771651524849,540.4711480023597,239.90359192151,-48.89271453825627
52.0,1460.469466189156,1150.026779113738,839.8567106581085,531.9301579829892,230.4947878663242,-59.83268009499549
53.0,1452.633164383825,1142.189793301733,831.9785358323022,523.7673194865622,221.5384488809444,-70.21656502497098
54.0,1445.124500664869,1134.680596847041,824.4344309406338,515.9704998883437,213.0163582536112,-80.06907511607835
55.0,1437.935807477235,1127.49148896167,817.2157432009814,508.5275288708382,204.9107156248483,-89.41415840405669
56.0,1431.058921162148,1120.614279584994,810.3134676721635,501.4262486432968,197.2041557736009,-98.27499256295468
57.0,1424.485244614146,1114.040351183819,803.7182977766463,494.6545433375281,189.8797635573834,-106.6739728778571
58.0,1418.205854129246,1107.76076448286,797.4207135446458,488.2003949912497,182.9211055651926,-114.6326991959058
59.0,1412.21164562676,1101.766403158831,791.4111020776982,482.0519573567691,176.3122656418334,-122.171965912646
60.0,1406.493346502125,1096.047984878308,785.6797652429831,476.1975545016144,170.0378327291044,-129.3117625362057
61.0,1401.041619463302,1090.59616524386,780.2170077470199,470.625735169032,164.0829309489229,-136.0712778669572
62.0,1395.847178150533,1085.401652064381,775.0132324882192,465.3253224949108,158.4332173862132,-142.4689100582842
63.0,1390.900781031383,1080.455198760559,770.0589337219341,460.2854073268979,153.0748782736772,-148.5222841567459
64.0,1386.193248080481,1075.747622095553,765.3447137145441,455.4953524867408,147.9946225464579,-154.2482580779972
65.0,1381.715549244396,1071.269889026821,760.8613539926298,450.9448302951279,143.1796778485644,-159.6629481934672
66.0,1377.458816018119,1067.013129028343,756.5998266001542,446.623825913619,138.6177877552632,-164.7817626246393
67.0,1373.4143353057,1062.968627413501,752.5512869863497,442.5226259823153,134.2971936282123,-169.619380193896
68.0,1369.573610091606,1059.127885866853,748.7071250399289,438.6318447607541,130.2066305398126,-174.1898179681664
69.0,1365.928356598901,1055.482619664346,745.0589618782627,434.9424163417456,126.3353160164294,-178.5064467844711
70.0,1362.470515965265,1052.024769192408,741.5986587179065,431.4455937511299,122.6729332694416,-182.5819512482311
71.0,1359.192279813469,1048.746525377332,738.3183377877713,428.1329562538405,119.209621678568,-186.4284664316098
72.0,1356.086075544414,1045.640315211831,735.2103690855951,424.9963947501464,115.9359597766,-190.0575175540275
73.0,1353.144586843081,1042.698821888577,732.2673863732697,422.0281157377397,112.842950623306,-193.4800097421863
74.0,1350.360744673588,1039.914976161228,729.4822791960984,419.2206309553504,109.922008659497,-196.7064169795562
75.0,1347.727729174654,1037.28195792236,726.8481926462991,416.5667512601808,107.1649424609609,-199.7466125920564
76.0,1345.238974279576,1034.793200928886,724.3585306686875,414.0595828729796,104.5639417530275,-202.6099448737387
77.0,1342.88815721651,1032.442382296226,722.0069456231128,411.6925160653237,102.1115618583252,-205.3054419545151
78.0,1340.669201589112,1030.223425492623,719.7873397685133,409.4592201219742,99.8007096541398,-207.8414884859043
79.0,1338.57627111422,1028.130494161813,717.6938588043857,407.3536344913906,97.62462936742108,-210.2261131911265
80.0,1336.603760216084,1026.157982656766,715.7208824532643,405.3699584596319,95.57688867626186,-212.4670757037252
81.0,1334.746295906334,1024.300517946364,713.8630250199061,403.5026455410381,93.6513638258282,-214.5715065124733
82.0,1332.998729738787,1022.552951565249,712.1151272470476,401.746393806103,91.84222663410254,-216.5462902562878
83.0,1331.356134159013,1020.910355924308,710.4722520641815,400.0961389560747,90.14393039870662,-218.3979308656128
84.0,1329.81379777687,1019.368019624433,708.9296792795665,398.5470448042825,88.55119444337406,-220.1325860938879
85.0,1328.367220901871,1017.921442973871,707.4829006078184,397.0944957834889,87.05900317270321,-221.7561437263951
86.0,1327.012063620229,1016.566285623308,706.1275726512281,395.7340734986137,85.66258488404024,-223.2741589979491
87.0,1325.744206018199,1015.298428173072,704.8595709207641,394.4615711543458,84.35739231225634,-224.6918895858605
88.0,1324.559706951854,1014.113929308839,703.6749493781783,393.2729707207015,83.13911362340274,-226.0143101740074
89.0,1323.454800459404,1013.009023027607,702.5699389483369,392.1644458675937,82.00364032821048,-227.2460700200555
90.0,1322.425889398667,1011.980112194016,701.540939242127,391.1323387209054,80.94705826376257,-228.3916965840665
91.0,1321.469539354061,1011.023762394779,700.5845130168594,390.1731614781578,79.96567225437983,-229.455381120977
92.0,1320.582470488177,1010.136693770653,699.6973796364053,389.283599411198,79.05594589245706,-230.4410835451602
93.0,1319.761552415745,1009.315775930331,698.8764065888927,388.460479257004,78.21451633023445,-231.3527585273313
94.0,1319.003796588399,1008.558020381299,698.1186040583785,387.7007780421348,77.43821051432043,-232.1939087134708
95.0,1318.306363814977,1007.860587879541,697.4211317500155,387.0016292344435,76.72398595458618,-232.9680582787879
96.0,1317.666533863203,1007.220758187498,696.7812682125478,386.3602839200498,76.0689549522023,-233.6784737500844
97.0,1317.081715210626,1006.635939821384,696.1964209529839,385.7741262658325,75.47039136582461,-234.3282180399596
98.0,1316.549445049026,1006.103669939833,695.6641268441363,385.2406762085496,74.92567931144691,-234.9202799250572
99.0,1316.067365838577,1005.621590990671,695.1820272909582,384.757555233859,74.43233802462474,-235.4573839744653
100.0,1315.633231709048,1005.187457152804,694.7478758103557,384.3225006775552,73.9880222233164,-235.9421842672725
101.0,1315.244909446977,1004.799135163322,694.3595389764024,383.933367324028,73.59048140171143,-236.3771478424668
102.0,1314.900355400837,1004.454581363833,694.0149724231586,383.5880966884251,73.23758294338394,-236.7645903425057
103.0,1314.597623110126,1004.151849364798,693.7122294388565,383.2847310604558,72.9273077915962,-237.1068127988105
104.0,1314.334865691661,1003.88909220617,693.449462878141,383.0214150353478,72.65771778178875,-237.4059115556746
105.0,1314.11031044773,1003.664537187945,693.2248996896928,382.7963658851797,72.4269784415446,-237.6638999422306
