plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.07705,0.48544,10.4646,1.21338,3169.0,90.0,2568.4525605195104
0.07722,0.70014,8.41798,1.1167,5272.0,105.0,1853.116348267048
0.07723,0.80436,9.98118,1.21453,2614.0,89.0,1626.060592178573
0.07727,0.42176,11.67028,1.06449,,126.0,2984.7955986851375
0.07804,0.41793,11.70472,1.06363,,127.0,2983.388738692686
0.07808,0.6792,8.26882,1.19891,2967.0,91.0,1845.021234902636
0.0781,0.13955,9.54298,1.13232,6125.0,102.0,3339.235663451693
0.07827,0.72972,8.2146,1.09776,6291.0,110.0,1769.681241147408
0.07845,0.71489,9.4104,1.0587,,129.0,1908.676006560546
0.07862,0.68623,10.35548,1.12139,5201.0,104.0,2012.420271290472
0.07864,0.58881,10.10618,1.20985,3018.0,90.0,2219.20405859493
0.07867,0.40785,11.85778,1.08394,9619.0,117.0,3006.184233166286
0.07945,0.40402,11.89222,1.08481,9487.0,116.0,3003.305798602147
0.07949,0.89475,8.39382,1.2036,2573.0,90.0,1315.220077387509
0.0795,0.12564,7.60548,1.12764,5991.0,103.0,2943.1196141198866
0.07967,0.95917,4.0896,1.24755,1996.0,85.0,1086.98174836585
0.07986,0.94434,5.2854,1.19599,2574.0,91.0,1146.998620546632
0.08003,0.67233,11.70702,1.12607,5101.0,103.0,2133.769095406094
0.08005,0.37327,10.23118,1.20516,3429.0,91.0,2781.989322785404
0.08008,0.39395,11.95472,1.13238,5704.0,103.0,3000.2499167865294
0.08086,0.39012,11.92028,1.13324,5648.0,102.0,2987.940110071511
0.08089,0.8697,8.51882,1.20828,2546.0,89.0,1374.516218001165
0.08091,0.11173,5.66798,1.12295,5847.0,104.0,2548.848306788011
0.08108,0.79137,8.0354,1.09287,6380.0,111.0,1598.197206941669
0.08127,0.8062,6.8396,1.14932,3704.0,98.0,1480.653379128659
0.08144,0.65842,9.76952,1.13076,4783.0,102.0,2005.3894304658825
0.08145,0.15772,10.35618,1.20047,3856.0,91.0,3327.299865704833
0.08149,0.38004,11.76722,1.18082,4032.0,94.0,2959.0426395023087
0.08226,0.37621,11.73278,1.18168,4002.0,94.0,2947.152850866212
0.0823,0.65416,8.64382,1.21297,2777.0,89.0,1883.10605070706
0.08231,0.10217,4.26952,1.11826,5801.0,105.0,2260.51212207508
0.08248,0.56192,11.8396,1.16182,4116.0,97.0,2423.413930176952
0.08267,0.57675,10.9646,1.10537,6459.0,108.0,2322.874249049065
0.08284,0.64452,7.83202,1.13545,4482.0,101.0,1869.456858009028
0.08286,0.25783,10.48118,1.19578,3776.0,92.0,3058.640501614322
0.08289,0.36613,11.57972,1.22926,3114.0,88.0,2920.554166074159
0.08367,0.3623,11.54528,1.23012,3094.0,88.0,2908.5993164530582
0.0837,0.43861,8.76882,1.21766,2982.0,89.0,2357.8824325585197
0.08372,0.11608,6.20702,1.11357,6432.0,107.0,2604.6691046333044
0.08389,0.33247,7.7146,1.18349,3643.0,93.0,2445.5765864878404
0.08408,0.3473,8.9104,1.23995,2797.0,86.0,2562.1801184654637
0.08425,0.63061,5.89452,1.14014,4198.0,100.0,1726.30953124926
0.08426,0.47338,10.60618,1.1911,3498.0,92.0,2494.9271901435704
0.0843,0.35223,11.39222,1.22231,3206.0,89.0,2903.9954723136157
0.08508,0.3484,11.35778,1.22144,3212.0,89.0,2892.814936433743
0.08511,0.22306,8.89382,1.22235,3171.0,88.0,2815.598858484218
0.08513,0.12998,8.14452,1.10889,7096.0,108.0,2925.3285408740367
0.0853,0.10302,4.4104,1.0712,,123.0,2276.2482792278743
0.08548,0.11784,4.7854,1.08526,8530.0,116.0,2318.576249826222
0.08565,0.6167,4.04298,1.14482,3934.0,99.0,1583.570386222483
0.08567,0.68892,10.73118,1.18641,3207.0,92.0,1923.0103759884
0.08571,0.33832,11.20472,1.17387,4161.0,95.0,2904.4292983942437
0.08648,0.33449,11.17028,1.17301,4174.0,95.0,2893.5958299779027
0.08652,0.19248,9.01882,1.22703,3130.0,88.0,2870.9810726355863
0.08653,0.14389,10.08202,1.1042,7800.0,109.0,3223.8464481807123
0.0867,0.32644,8.5354,1.22588,2952.0,88.0,2512.72293313267
0.08689,0.31161,7.3396,1.16943,3922.0,95.0,2388.9986825610163
0.08706,0.6028,5.98048,1.14951,3931.0,98.0,1752.139403279175
0.08708,0.90447,10.85618,1.18172,2888.0,93.0,1322.693648111217
0.08711,0.32442,11.01722,1.12543,5941.0,104.0,2907.5889571805783
0.08789,0.32058,10.98278,1.12457,5972.0,104.0,2896.7317792432164
0.08792,0.40803,9.14382,1.23172,2809.0,87.0,2400.3140234096163
0.08794,0.1578,11.98048,1.09951,8544.0,111.0,3493.882447239761
0.08811,0.55589,11.3396,1.11943,5600.0,105.0,2327.7946002110275
0.0883,0.54106,11.4646,1.17588,3704.0,94.0,2349.203371761049
0.08847,0.58889,7.91798,1.1542,3933.0,97.0,1926.212088142704
0.08848,0.85998,10.98118,1.17703,3052.0,93.0,1449.424062564694
0.08852,0.31051,10.82972,1.07699,,119.0,2915.070990541938
0.08929,0.30668,10.79528,1.07613,,119.0,2904.602542262415
0.08933,0.62358,9.26882,1.23641,2503.0,86.0,1921.048630722888
0.08935,0.1717,10.04298,1.09482,8470.0,112.0,3092.3902843633887
0.08952,0.78534,7.2146,1.13526,4115.0,100.0,1502.840017329099
0.0897,0.77052,8.4104,1.0788,7640.0,116.0,1617.913317621672
0.08987,0.57498,9.85548,1.15889,3938.0,96.0,2105.5453216953483
0.08989,0.64444,11.10618,1.17235,3550.0,94.0,2027.9109506802806
0.08992,0.2966,10.64222,1.07144,,121.0,2897.765069806335
0.0907,0.29277,10.60778,1.07231,,121.0,2886.0404989489657
0.09074,0.83912,9.39382,1.2411,2203.0,86.0,1419.09005331885
0.09075,0.18561,8.10548,1.09014,8422.0,113.0,2714.7996220735895
0.09092,0.9652,4.9104,1.21005,2346.0,89.0,1080.669169134978
