Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.05041568927413455,0.8306763267796435,0.096028501857905,0.09654315361509293
tep_fep.to_SDS_Fraction[1],0.12551182290407326,0.6729577192674033,0.09669709243705317,0.10033384087552542
i_iss.T,0.15212500067486048,0.9076842691695759,0.11777460222937805,0.11098571997653393
blanket.TBR,-0.006005377113761231,0.7708857760811392,0.09587185086212165,0.0980706426404681
