plasma1.fb,tep_fep.to_SDS_Fraction[1],i_iss.T,blanket.TBR,Doubling_Time,Self_Sufficiency_Time,Startup_Inventory
0.02791,0.14954,9.44531,1.24043,5660.0,91.0,7180.583300130617
0.02791,0.14954,10.47656,1.24277,5908.0,91.0,7773.807866465426
0.02791,0.17388,5.99219,1.23457,4664.0,91.0,5080.00350632354
0.02791,0.17388,9.21094,1.08223,,139.0,6967.828245174684
0.02791,0.20343,5.99219,1.08223,,138.0,5028.608804302682
0.02791,0.20343,5.99219,1.23457,4575.0,91.0,4944.986150077134
0.02791,0.20343,9.21094,1.23457,5523.0,91.0,6684.070587333226
0.02791,0.35987,9.44531,1.24277,4726.0,90.0,5723.838650955616
0.02791,0.35987,10.47656,1.24043,5013.0,91.0,6171.971300372439
0.02791,0.35987,10.47656,1.24277,4956.0,90.0,6171.013262081769
0.02826,0.56151,5.27344,1.18223,4578.0,97.0,3079.120804831768
0.02826,0.56151,11.49219,1.08926,,126.0,4958.250958616373
0.02826,0.64321,5.27344,1.08926,,124.0,2792.7593387816696
0.02826,0.64321,11.49219,1.08926,,125.0,4278.998858771655
0.02826,0.64321,11.49219,1.18223,5326.0,98.0,4226.27485974546
0.02826,0.64669,4.75781,1.09121,,123.0,2654.8231658899444
0.02826,0.64669,6.72656,1.09121,,123.0,3120.787900443684
0.02826,0.64669,6.72656,1.1248,7182.0,109.0,3099.5163372431475
0.02826,0.95437,4.75781,1.1248,4993.0,107.0,1407.12866363831
0.02826,0.95437,6.72656,1.09121,7456.0,120.0,1487.776432911698
0.02861,0.34944,10.16406,1.18262,6804.0,98.0,6015.761414778246
0.02861,0.34944,11.57031,1.17715,7516.0,100.0,6622.8260299073045
0.02861,0.34944,11.57031,1.18262,7240.0,100.0,6620.144141443156
0.02861,0.56151,5.27344,1.08926,,125.0,3107.3837087421794
0.02861,0.56151,5.27344,1.18223,4550.0,97.0,3054.9554395389036
0.02861,0.56151,11.49219,1.18223,5816.0,98.0,4858.119008722902
0.02861,0.64321,5.27344,1.18223,4268.0,97.0,2720.5084487873332
0.02861,0.64321,11.49219,1.08926,,125.0,4240.280474528941
0.02861,0.75099,10.16406,1.17715,4602.0,97.0,3080.7989513527414
0.02861,0.75099,11.57031,1.18262,4600.0,97.0,3309.538230546995
0.02896,0.11478,6.00781,1.10371,,122.0,5272.088635576421
0.02896,0.11478,6.00781,1.13887,9196.0,108.0,5250.186790563308
0.02896,0.11478,6.53906,1.13887,9523.0,108.0,5557.494716247049
0.02896,0.27296,6.11719,1.24395,4109.0,89.0,4554.530891314869
0.02896,0.27296,10.58594,1.13535,,109.0,6728.023133817043
0.02896,0.5337,6.00781,1.13887,6663.0,106.0,3388.6545034125857
0.02896,0.5337,6.53906,1.10371,,118.0,3571.39040970965
0.02896,0.60497,6.11719,1.13535,6499.0,106.0,3097.2572075885514
0.02896,0.60497,10.58594,1.13535,7647.0,107.0,4250.646054791698
0.02896,0.60497,10.58594,1.24395,3804.0,89.0,4200.579161494092
0.02932,0.35118,6.16406,1.22559,4252.0,91.0,4190.933307272846
0.02932,0.35118,8.88281,1.15449,7737.0,103.0,5361.831675168859
0.02932,0.45896,4.39844,1.07441,,138.0,3172.5270220242396
0.02932,0.45896,11.42969,1.09551,,123.0,5611.264012629964
0.02932,0.53022,4.39844,1.09551,,122.0,2914.667550960758
0.02932,0.53022,11.42969,1.07441,,137.0,5062.023692219296
0.02932,0.53022,11.42969,1.09551,,122.0,5046.124739412107
0.02932,0.85354,6.16406,1.15449,4340.0,101.0,1914.560854160634
0.02932,0.85354,6.16406,1.22559,2811.0,90.0,1883.053989953681
0.02932,0.85354,8.88281,1.22559,2948.0,90.0,2139.9657903422717
0.02967,0.14954,4.83594,1.07832,,140.0,4407.674795408564
0.02967,0.14954,7.17969,1.07832,,140.0,5678.585340945936
0.02967,0.14954,7.17969,1.22441,5164.0,92.0,5596.566269102375
0.02967,0.57194,8.16406,1.22715,3858.0,90.0,3713.766986389864
0.02967,0.57194,9.57031,1.13262,7734.0,107.0,4141.857808035484
0.02967,0.77706,4.83594,1.22441,2931.0,90.0,2043.8435626832697
0.02967,0.77706,7.17969,1.07832,,129.0,2453.818566938732
0.02967,0.97349,8.16406,1.13262,4546.0,105.0,1363.17188468056
0.02967,0.97349,8.16406,1.22715,2457.0,89.0,1320.128365111995
0.02967,0.97349,9.57031,1.22715,2470.0,89.0,1343.881043950981
0.03002,0.18778,4.63281,1.19043,5185.0,97.0,4064.5481060010798
0.03002,0.18778,5.10156,1.14434,7605.0,106.0,4327.422309518226
0.03002,0.26253,9.21094,1.05879,,181.0,6022.884945082922
0.03002,0.26253,9.21094,1.0752,,141.0,6006.346991341972
0.03002,0.26253,10.55469,1.05879,,181.0,6647.223952374827
0.03002,0.41202,4.63281,1.14434,6363.0,105.0,3322.0324641421425
0.03002,0.41202,4.63281,1.19043,4526.0,96.0,3299.4397637430284
0.03002,0.41202,5.10156,1.19043,4644.0,96.0,3473.0952771533143
