Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,0.005051771717973737,0.9127726457553332,0.07950386690939981,0.10706587571334066
tep_fep.to_SDS_Fraction[1],0.05346925737139689,0.8851225444870796,0.12458465251644925,0.09670301924635147
i_iss.T,0.08094341309501751,1.5019024931034888,0.15588689130754554,1.9233466975630402
blanket.TBR,-0.006461230678891562,0.9764858998617668,0.09171696853514094,0.09582338822188051
