time,sds.I[1]&blanket.TBR=1.05,sds.I[1]&blanket.TBR=1.08,sds.I[1]&blanket.TBR=1.1,sds.I[1]&blanket.TBR=1.12,sds.I[1]&blanket.TBR=1.15,sds.I[1]&blanket.TBR=1.18,sds.I[1]&blanket.TBR=1.2,sds.I[1]&blanket.TBR=1.22,sds.I[1]&blanket.TBR=1.25
43.0,1233.555466209155,1233.555456367184,1233.555453263167,1233.555455492394,1233.555460805967,1233.555464671801,1233.555469631626,1233.555479192687,1233.555815428749
44.0,1223.748884129972,1223.748876711445,1223.748874184794,1223.748876282726,1223.748882628336,1223.7488818579,1223.748885841615,1223.74889303967,1229.237841672984
45.0,1213.943798349503,1213.943792410403,1213.943790180283,1213.943794801132,1213.943799077446,1214.674744530942,1218.983982917875,1223.171750926567,1229.237841672984
46.0,1204.139891235588,1204.139886453142,1204.139884779971,1204.139889132762,1207.9704053212,1214.674744530942,1218.983982917875,1223.171750926567,1223.808027573675
47.0,1194.33691615195,1194.336912495608,1196.09955280719,1200.957682687935,1207.9704053212,1213.944811287304,1213.992482333764,1214.108408080895,1214.401935766656
48.0,1184.534680914407,1191.08646200735,1196.09955280719,1200.957682687935,1204.167435136136,1204.350987405969,1204.562646537109,1204.840790867795,1205.374366098971
48.13026860119476,1183.257803696723,1191.08646200735,1194.342618589492,1194.418160932599,1194.68601992312,1195.123962837646,1195.502713014079,1195.946017690291,1196.723857375489
48.13026860119476,1183.257803696723,1184.612823905439,1184.780350846102,1185.034517415905,1185.565907192457,1186.262318611906,1186.810737192224,1187.421687296047,1188.447358145621
49.0,1174.863464944981,1175.219531232546,1175.570887706417,1176.006257094021,1176.804770217461,1177.76303342764,1178.483262501732,1179.263931008264,1180.540380137144
50.0,1165.533806857492,1166.174294848695,1166.711643460444,1167.330282435263,1168.398858663934,1169.621734642001,1170.515510241338,1171.467532945558,1172.997125981151
51.0,1156.54592770574,1157.473588136294,1158.198652810876,1159.002203227379,1160.343172939342,1161.832784165952,1162.901447600786,1164.026153844552,1165.810870791977
52.0,1147.895733343966,1149.112672275371,1150.026779113738,1151.016479868558,1152.631539317053,1154.389527666613,1155.634169755901,1156.932652123698,1158.974137526963
53.0,1139.578014314365,1141.085751261584,1142.189793301733,1143.366497181882,1145.256924212162,1147.284587645508,1148.70608493708,1150.179217847517,1152.478786679339
54.0,1131.586573840766,1133.386017573004,1134.680596847041,1136.044914731937,1138.211663024042,1140.509981843337,1142.108993578448,1143.757445013056,1146.316127515214
55.0,1123.914307010607,1126.005985955212,1127.49148896167,1129.043832812753,1131.487544582271,1134.05719334388,1135.834192679382,1137.658469601309,1140.477102612008
56.0,1116.553520876884,1118.937664262371,1120.614279584994,1122.354858026843,1125.07589214999,1127.917302825375,1129.872637337614,1131.873130046009,1134.952324218409
57.0,1109.49607317411,1112.172623522611,1114.040351183819,1115.969198311107,1118.967699365128,1122.081139502461,1124.215021155421,1126.391962796469,1129.732187252062
58.0,1102.73343360398,1105.702074487573,1107.76076448286,1109.87779918354,1113.15375265261,1116.53927468759,1118.851814271287,1121.205390172047,1124.807038284136
59.0,1096.256765118024,1099.516991185973,1101.766403158831,1104.07143464893,1107.624629583788,1111.282198593709,1113.773465837341,1116.303811128055,1120.16714454884
60.0,1090.057042153031,1093.608216563934,1096.047984878308,1098.540717035218,1102.37088044801,1106.300403892063,1108.970398673416,1111.677545232379,1115.802767025421
61.0,1084.125141145873,1087.966457405113,1090.59616524386,1093.276275554315,1097.383084357625,1101.584344140239,1104.43301483941,1107.316992265705,1111.704235987651
62.0,1078.451837433714,1082.582445297285,1085.401652064381,1088.268785487001,1092.651795903736,1097.124556564888,1100.151821449667,1103.212617340272,1107.861979371329
63.0,1073.027960383193,1077.446985603407,1080.455198760559,1083.508927232848,1088.167700076996,1092.911670198341,1096.117433175764,1099.355002337635,1104.266535726675
64.0,1067.84443294372,1072.550910662426,1075.747622095553,1078.987531950765,1083.921582341336,1088.936451840886,1092.320582973442,1095.734873773887,1100.908612996109
65.0,1062.892222665937,1067.885207923781,1071.269889026821,1074.695551754847,1079.904378838841,1085.189816578583,1088.752187577975,1092.343135750762,1097.779108474009
66.0,1058.162473153828,1063.440994364118,1067.013129028343,1070.624096600598,1076.107197952573,1081.662870754729,1085.403353669696,1089.170893864547,1094.869121190996
67.0,1053.646466689331,1059.209571156125,1062.968627413501,1066.764470013316,1072.521345353408,1078.346932007582,1082.265394198159,1086.209468978403,1092.169972981491
68.0,1049.335682097226,1055.182418090817,1059.127885866853,1063.108177100706,1069.138347082054,1075.233534614726,1079.329858650604,1083.45040963056,1089.67322930874
69.0,1045.221784671662,1051.35123211599,1055.482619664346,1059.646950634452,1065.949954498155,1072.31444850762,1076.588528145202,1080.885512724925,1087.370689660547
70.0,1041.296664045012,1047.707942320096,1052.024769192408,1056.372755330054,1062.948155947426,1069.581692908669,1074.033428128134,1078.506814619401,1085.254407005221
71.0,1037.552445630277,1044.24470436021,1048.746525377332,1053.277795223973,1060.125194993121,1067.027526491414,1071.656839514306,1076.306603734083,1083.316688067882
72.0,1033.981484513905,1040.953925916877,1045.640315211831,1050.354531508579,1057.473554529621,1064.644465953517,1069.451289332508,1074.277426336542,1081.550092332952
73.0,1030.576390613151,1037.828259927692,1042.698821888577,1047.595665711266,1054.985975619867,1062.425278253005,1067.409562601785,1072.412079247149,1079.947437992106
74.0,1027.330017428195,1034.860605786479,1039.914976161228,1044.994156757817,1052.655449481357,1060.362983043156,1065.524697600854,1070.703616281511,1078.501798247963
75.0,1024.235467280488,1032.044120580596,1037.28195792236,1042.543212732178,1050.475218089749,1058.4508554467,1063.789984580391,1069.14534463515,1077.206494231225
76.0,1021.286096408576,1029.372203477741,1034.793200928886,1040.236290284146,1048.438776512596,1056.682419067811,1062.198964952567,1067.730816038249,1076.05510089484
77.0,1018.47550229975,1026.838505252101,1032.442382296226,1038.067096364432,1046.539865160695,1055.051441368205,1060.745422006912,1066.453832554651,1075.041441190842
78.0,1015.797531874783,1024.436919591967,1030.223425492623,1036.029579816056,1044.772465322694,1053.55193378503,1059.423385496994,1065.308439890554,1074.159583784531
79.0,1013.246270613601,1022.161580254385,1028.130494161813,1034.117927304255,1043.130797472692,1052.178147063185,1058.227124670192,1064.288924861493,1073.403843612503
80.0,1010.816041727888,1020.006858840372,1026.157982656766,1032.32655966478,1041.609317106362,1050.9245676312,1057.151146009066,1063.389814700904,1072.768761892572
81.0,1008.501401756554,1017.967352366623,1024.300517946364,1030.650128471746,1040.202710342296,1049.785914886867,1056.190191283137,1062.605858556836,1072.249065234466
82.0,1006.297128993999,1016.037886201375,1022.552951565249,1029.083510750656,1038.90589047626,1048.757138024103,1055.339200465799,1061.931985924001,1071.839742585541
83.0,1004.198225161087,1014.213505336037,1020.910355924308,1027.621805053152,1037.713994300921,1047.833357142613,1054.593317604718,1061.363381836707,1071.535977707699
84.0,1002.199906625568,1012.48947061479,1019.368019624433,1026.260327230076,1036.62233493899,1047.009929986044,1053.947918124857,1060.895421501668,1071.333156882598
85.0,1000.29760037386,1010.861253469426,1017.921442973871,1024.994573392897,1035.626441127588,1046.282412763772,1053.398564184134,1060.523676589783,1071.226869151407
86.0,998.4869381406712,1009.324527246204,1016.566285623308,1023.820236870566,1034.722044554288,1045.646548313416,1052.941011750838,1060.243914792626,1071.212882984184
87.0,996.7637515027856,1007.87512079389,1015.298428173072,1022.733215887149,1033.905057561791,1045.098269419461,1052.571203960723,1060.052080585157,1071.287151984378
88.0,995.1240282360176,1006.509083814368,1014.113929308839,1021.729583650277,1033.171574462207,1044.633686898429,1052.285252226559,1059.944294856767,1071.445808612362
89.0,993.563958682505,1005.22263240601,1013.009023027607,1020.805588762496,1032.517863572469,1044.24907598045,1052.079445436477,1059.91685254143,1071.685157735391
90.0,992.0799033033968,1004.012154852739,1011.980112194016,1019.957648377993,1031.940353933916,1043.940883654449,1051.950235362335,1059.966215466433,1072.001663477873
91.0,990.6683890912286,1002.87420156855,1011.023762394779,1019.182338709407,1031.435638746152,1043.705714108637,1051.89423852095,1060.089000097222,1072.391947647272
92.0,989.3260997152764,1001.805480381564,1010.136693770653,1018.476391193261,1031.000462592294,1043.54033021101,1051.908216339045,1060.281973441479,1072.852784137008
93.0,988.0498708364072,1000.802849920769,1009.315775930331,1017.836684692941,1030.631726898709,1043.441633833859,1051.989078047937,1060.542051405493,1073.381088924017
94.0,986.8366869500612,999.8633111597002,1008.558020381299,1017.260249721343,1030.326464591475,1043.406670287108,1052.133875881396,1060.866285255578,1073.973917008084
95.0,985.6836691000328,998.9840036991956,1007.860587879541,1016.744245921178,1030.081846639579,1043.43262193473,1052.339791357834,1061.251860042344,1074.628457382317
96.0,984.5880703546014,998.1622103046478,1007.220758187498,1016.285962888316,1029.89517934548,1043.516794961215,1052.604135700824,1061.696091823633,1075.342021619381
97.0,983.5472838739732,997.3953276744644,1006.635939821384,1015.882823645243,1029.763885928651,1043.656621578294,1052.924345287611,1062.196412957713,1076.112045037335
98.0,982.558816210954,996.6808775779442,1006.103669939833,1015.532363139023,1029.685510089188,1043.849652815029,1053.297967757175,1062.75037396414,1076.936078884017
99.0,981.6202893733316,996.016505270754,1005.621590990671,1015.232230640785,1029.657713880194,1044.093546566646,1053.722665759364,1063.355640142318,1077.811779587578
100.0,980.7294471717174,995.3999564681832,1005.187457152804,1014.980192998315,1029.678259416887,1044.386072883663,1054.196210158175,1064.009975399441,1078.736916435047
101.0,979.884133034938,994.8290852964934,1004.799135163322,1014.774111218958,1029.745014689318,1044.725103110494,1054.716466696564,1064.711249715202,1079.709355044163
102.0,979.0822900903296,994.3018536300494,1004.454581363833,1014.611946556597,1029.855951174748,1045.108600353891,1055.281405046684,1065.457431945044,1080.727053452247
103.0,978.3219676241036,993.8163087591888,1004.151849364798,1014.491764356783,1030.009124450361,1045.534629573197,1055.889086178611,1066.246574986561,1081.788080832112
104.0,977.601300419258,993.3705923247044,1003.88909220617,1014.411708042589,1030.20268425615,1046.001339454532,1056.537652995271,1067.076832914142,1082.890578334444
105.0,976.9185085191152,992.9629409097926,1003.664537187945,1014.37000884771,1030.434870410171,1046.50695889486,1057.225349035573,1067.946442612954,1084.032775414548
106.0,976.271905762042,992.5916617951224,1003.476496931427,1014.36499092294,1030.703993263897,1047.049816589799,1057.950490939829,1068.853715724662,1085.212980603012
107.0,975.659878217166,992.2551450098337,1003.323372417695,1014.39504230959,1031.008450965695,1047.628305293185,1058.711470380478,1069.797042384565,1086.429576964039
108.0,975.0808844494646,991.951864795803,1003.203625462421,1014.4586298161,1031.346721850603,1048.240892980319,1059.506753248128,1070.77488428933,1087.681019930131
109.0,974.5334666109056,991.680353269506,1003.115794812074,1014.554308644953,1031.717343467862,1048.886117774008,1060.334873708669,1071.785770394841,1088.965832820578
110.0,974.016227813014,991.4392154167764,1003.058502968486,1014.680683616509,1032.118924096667,1049.562582951668,1061.194430055416,1072.828293470708,1090.282595732901
111.0,973.5278328567435,991.2271297539772,1003.030419732678,1014.83642925846,1032.550134703575,1050.268952920129,1062.08408108763,1073.901103696614,1091.629947814186
112.0,973.0670200188335,991.0428235564816,1003.03028173932,1015.020280407837,1033.009705019392,1051.003949509887,1063.002540365229,1075.002905891602,1093.006580807446
