Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.03252284362375828,0.13791200150347574,0.06837329339746545,0.037027513219553734
tep_fep.to_SDS_Fraction[1],0.004736907509468881,0.22206393502297342,0.07763031488936302,0.05595398746950636
i_iss.T,0.05296694821592433,0.24623411149950225,0.06195072431788663,0.05187450134828872
blanket.TBR,0.04589371047427594,0.2406237835675553,0.07205627840920571,0.055281560727304106
