Parameter,S1,ST,S1_conf,ST_conf
plasma1.fb,-0.05041568927413455,0.8306763267796435,0.10999046947381787,0.11488567106110267
tep_fep.to_SDS_Fraction[1],0.12551182290407326,0.6729577192674033,0.09561257614464418,0.08931729414285997
i_iss.T,0.15212500067486048,0.9076842691695759,0.12284781154217274,0.10008310497104896
blanket.TBR,-0.006005377113761231,0.7708857760811392,0.11141410178387356,0.08938240094818016
