time,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.0,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.1,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.2,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.3,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.4,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.5,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.6,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.7,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.8,sds.I[1]&tep_fep.to_SDS_Fraction[1]=0.9
4260.0,3070.902652527904,3259.245172364078,3448.678878462189,3639.509090700831,3832.166752508555,4027.280447783049,4225.804377130653,4429.260567076157,4640.235063555221,4863.504631571506
4261.0,3071.632397976868,3259.98398342528,3449.426755135652,3640.266032986584,3832.932760406595,4028.055521293298,4226.588516252918,4430.053771809899,4641.037333899372,4864.315967523587
4262.0,3072.362151042592,3260.722802045203,3450.174639309801,3641.022982714988,3833.69877568925,4028.830602130127,4227.37266264373,4430.846983754154,4641.839611396003,4865.127310570115
4263.0,3073.091911725076,3261.461628223849,3450.922530984636,3641.779939886042,3834.464798356521,4029.605690293538,4228.15681630309,4431.640202908924,4642.641896045114,4865.93866071109
4264.0,3073.821680024318,3262.200461961218,3451.670430160158,3642.536904499746,3835.230828408408,4030.38078578353,4228.940977230996,4432.433429274206,4643.444187846704,4866.75001794651
4265.0,3074.55145594032,3262.939303257308,3452.418336836365,3643.293876556103,3835.996865844911,4031.155888600104,4229.725145427451,4433.226662850003,4644.246486800775,4867.561382276378
4266.0,3075.281239473081,3263.678152112121,3453.166251013259,3644.050856055109,3836.76291066603,4031.930998743259,4230.509320892453,4434.019903636312,4645.048792907325,4868.372753700691
4267.0,3076.011030622602,3264.417008525656,3453.914172690838,3644.807842996766,3837.528962871764,4032.706116212996,4231.293503626001,4434.813151633135,4645.851106166355,4869.184132219451
4268.0,3076.740829388882,3265.155872497914,3454.662101869105,3645.564837381074,3838.295022462114,4033.481241009314,4232.077693628096,4435.60640684047,4646.653426577865,4869.995517832657
4269.0,3077.470635771921,3265.894744028894,3455.410038548057,3646.321839208032,3839.06108943708,4034.256373132213,4232.861890898739,4436.39966925832,4647.455754141855,4870.806910540309
4270.0,3078.20044977172,3266.633623118596,3456.157982727696,3647.078848477641,3839.827163796662,4035.031512581694,4233.64609543793,4437.192938886683,4648.258088858324,4871.618310342409
4271.0,3078.930271388278,3267.372509767021,3456.90593440802,3647.835865189902,3840.593245540859,4035.806659357756,4234.430307245667,4437.986215725559,4649.060430727274,4872.429717238954
4272.0,3079.660100621596,3268.111403974168,3457.653893589031,3648.592889344813,3841.359334669673,4036.581813460399,4235.214526321952,4438.77949977495,4649.862779748703,4873.241131229947
4273.0,3080.389937471673,3268.850305740037,3458.401860270729,3649.349920942374,3842.125431183102,4037.356974889623,4235.998752666784,4439.572791034852,4650.665135922613,4874.052552315385
4274.0,3081.119781938509,3269.589215064629,3459.149834453112,3650.106959982586,3842.891535081148,4038.132143645429,4236.782986280162,4440.36608950527,4651.467499249001,4874.86398049527
4275.0,3081.849634022105,3270.328131947943,3459.897816136181,3650.864006465449,3843.657646363808,4038.907319727817,4237.567227162089,4441.1593951862,4652.269869727869,4875.675415769601
